Master Index,before_after,date_diff,flight_length,label,label_grouped,rul_2d,rul_5d,rul_10d,split,number_flights_before
5469,before,-2,5305.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5470,after,3,5007.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5471,before,-3,2753.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
5473,before,-6,110.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,2
5479,before,-2,5226.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5481,before,-1,5781.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5483,before,-2,11112.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5484,before,-1,6161.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5489,before,0,3547.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5494,before,0,356.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5495,before,-1,4695.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5496,before,-3,5073.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,1
5497,after,5,3188.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5501,before,-1,4512.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5502,before,-4,1680.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
5503,before,0,6545.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5504,before,-3,4035.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
5505,before,-1,1073.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5506,before,-3,3054.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
5507,after,1,3469.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5513,after,1,5866.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5514,after,3,9136.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5515,before,-2,5073.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,3
5518,after,6,2053.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5520,before,0,169.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5521,after,2,335.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5525,after,1,434.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5528,before,-8,3849.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,4
5539,before,-9,3655.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,3
5542,before,-4,5269.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,3
5543,after,4,5539.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5544,after,2,2394.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5545,before,-5,5903.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
5550,before,-4,5409.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,3
5551,before,0,325.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5554,before,-1,6813.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5555,after,4,5228.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5556,before,-1,6469.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5562,before,-2,5291.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5563,after,10,5297.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5564,before,-7,5183.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,4
5565,after,1,4338.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5566,before,-1,10753.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5568,before,-1,4372.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,1
5569,before,-1,4703.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5571,before,0,4041.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5575,before,-1,3438.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5578,before,-1,4450.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5579,before,-7,2575.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,0
5580,before,-4,2362.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
5582,before,-3,4684.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
5584,after,2,5734.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5586,after,1,3532.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5588,before,-1,4247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5591,before,-1,4710.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5593,after,1,5307.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5595,before,-1,4694.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,1
5596,before,-4,5694.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,4
5599,before,-1,4542.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5600,after,6,4320.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5601,after,2,7754.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5606,before,-3,6080.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
5607,before,0,278.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5609,before,-1,4527.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5612,after,11,237.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5613,before,-1,5925.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
5614,before,-1,4340.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5615,before,0,5892.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5618,before,0,294.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5619,after,4,3951.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5620,after,4,5259.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5621,after,2,4870.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5624,before,0,573.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5625,after,3,5259.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5626,before,-3,232.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
5627,before,-2,6022.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5628,before,-2,3081.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,3
5631,before,-1,138.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5632,after,3,6701.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5633,before,-1,3559.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5637,before,-1,5523.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5638,before,-1,4899.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5639,before,-3,5304.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
5641,after,5,5439.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5644,after,12,110.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5647,after,4,4606.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5649,after,1,4450.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5652,before,-6,6760.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,3
5653,before,-3,5436.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,1
5654,after,2,10372.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5655,before,-1,5773.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5656,before,-1,4993.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
5658,after,1,3312.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5659,after,1,6090.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5661,after,2,3314.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5662,before,-2,12492.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5666,after,3,3699.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5677,before,-1,5990.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5680,after,1,5780.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5682,before,-1,247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
5683,after,3,4708.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5686,before,-1,4231.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
5687,before,0,110.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5688,after,4,6216.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5689,before,0,123.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5690,before,-1,9657.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5691,before,0,1805.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5695,after,1,4775.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5696,before,-2,2239.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5697,after,1,5269.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5702,before,-1,2442.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5703,before,0,5736.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5705,before,0,403.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5706,before,-1,4589.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5707,before,-2,5692.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5713,after,1,4260.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5716,after,3,5881.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5717,after,1,138.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5719,before,-3,5570.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,1
5724,before,0,294.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
5725,before,-2,6783.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5728,after,1,6271.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5729,before,-1,6249.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5731,before,-23,3656.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,3
5734,after,1,7823.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5735,before,0,5491.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5736,after,1,4527.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5739,before,-2,9960.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5741,before,-16,4698.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,4
5742,after,1,6611.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5744,after,8,5740.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5748,after,4,11541.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5749,before,-1,3826.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5751,before,-1,3542.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5752,after,1,6210.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5753,before,-8,4714.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,train,2
5756,before,-2,356.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5757,before,-1,6177.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5759,after,5,2443.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5761,before,-1,6012.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5764,after,2,9565.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5767,after,1,5913.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5770,after,5,5773.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5772,before,-3,4819.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
5773,before,-2,5089.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,4
5775,before,0,232.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5778,after,3,3360.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5779,before,-2,6207.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5785,after,2,4636.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5786,before,-2,4807.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5789,after,1,5228.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5790,before,-1,5240.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,4
5791,after,1,2442.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5794,after,1,7168.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5797,after,8,4738.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5799,after,1,4061.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5800,after,1,5098.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5801,before,0,294.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5803,before,-5,3950.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
5804,after,1,5458.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5806,before,-2,10254.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,2
5808,before,-1,3937.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5809,before,-3,9041.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
5810,after,2,2938.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5811,before,-1,7190.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
5812,after,2,5337.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5818,after,1,11585.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5822,after,1,5819.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5825,after,2,13248.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5826,after,1,5928.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5827,after,1,6514.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5830,after,1,3891.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5831,after,1,6862.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5834,after,3,8238.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5836,before,-4,2333.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
5837,before,-3,6052.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,0
5838,before,-1,4584.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,4
5839,after,1,1492.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5840,after,1,6391.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5845,after,1,5282.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5846,after,2,7919.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5847,before,-2,1680.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5848,before,0,372.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5850,before,-1,8969.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5852,before,-4,8932.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,3
5854,before,-2,9215.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,4
5855,before,-1,2705.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
5856,after,1,3304.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5857,before,0,5949.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5858,before,-3,2100.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,val,2
5861,after,1,5760.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5862,before,-1,3590.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5863,after,1,4176.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5869,after,1,4322.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5870,after,1,6194.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5871,before,-3,4215.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,2
5872,before,-2,1663.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
5874,before,-1,6608.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5875,before,-1,4541.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5877,before,-1,3869.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5879,after,1,10331.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5880,before,-1,4554.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5885,before,0,5834.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5887,after,1,9594.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5888,after,2,3735.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5889,before,-2,4947.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
5890,after,6,4227.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5891,before,-1,7933.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5894,before,0,966.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5895,before,-5,2426.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
5896,after,4,5009.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5901,before,-1,5299.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
5903,after,1,9000.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5904,after,5,5585.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5906,before,-1,7213.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
5907,after,1,6504.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5908,after,12,5787.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5909,after,1,6183.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5910,after,1,3498.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5911,before,-4,4471.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
5912,before,-1,4749.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
5916,after,1,4477.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5919,after,4,5272.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5923,after,1,4574.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5925,after,1,6440.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5932,before,-1,6504.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5933,after,1,6827.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5934,after,1,4263.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5936,before,-1,13160.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
5937,after,1,4994.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5939,after,1,5192.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5940,before,-1,1134.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5941,before,-1,5687.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5942,before,-1,5057.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5943,after,1,2146.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5945,before,-1,3391.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
5946,before,-1,5537.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5948,before,-4,7420.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,4
5950,before,-1,3531.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
5951,before,-4,8382.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
5954,after,1,4465.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5958,after,2,4884.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5959,after,3,6100.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5960,before,-1,6021.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,3
5964,before,-1,6191.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5965,before,-1,5045.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5966,before,-3,4901.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,test,3
5967,after,1,7876.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5968,before,-1,11113.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
5969,before,0,310.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
5970,after,1,6237.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
5972,before,-6,8074.0,intake gasket leak/damage,intake gasket leak/damage,1,1,0,val,4
5974,before,-1,5273.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5976,before,-1,4963.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
5978,before,-1,10798.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
5981,before,-2,4633.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
5988,after,1,4885.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
5989,before,-3,9105.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
5990,before,-2,7862.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,4
5991,after,1,3748.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5993,before,0,341.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5995,after,1,6757.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
5996,before,-1,6051.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
5997,before,0,812.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
5999,after,2,4823.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6000,after,1,6191.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6002,before,0,237.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
6003,after,1,7971.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6005,after,5,2937.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6006,before,-1,4325.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
6007,before,-1,5009.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,3
6008,after,4,5073.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6009,before,-1,5927.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
6010,after,3,4667.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
6011,before,-2,6800.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
6012,after,1,4649.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6014,before,-5,4200.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
6015,after,1,2177.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6016,after,1,4257.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6017,before,-1,6518.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
6020,after,2,3608.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6021,after,8,5243.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,val,-1
6022,before,-1,5383.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
6025,before,0,512.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
6026,after,3,4775.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6027,before,-1,9358.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
6031,after,4,3654.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6034,after,1,6906.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,test,-1
6038,before,-1,5118.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,2
6039,before,-1,5083.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,1
6040,before,0,615.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,test,0
6043,before,-1,4014.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
6044,before,-5,5025.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
6045,before,-1,4595.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
6046,after,1,201.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6050,after,1,6498.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6052,before,-4,7997.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,3
6053,after,1,107.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6054,after,1,9703.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6055,after,4,3127.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6056,after,4,6349.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6058,before,0,12712.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,0
6059,before,-5,4698.0,intake gasket leak/damage,intake gasket leak/damage,1,0,0,train,4
6060,before,-2,5912.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,0
6063,before,-1,3858.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,4
6064,after,4,6485.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
6065,before,-1,4247.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
6066,before,-1,5087.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,1
6067,before,-1,5942.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,val,2
6072,before,-1,5523.0,intake gasket leak/damage,intake gasket leak/damage,0,0,0,train,3
6077,after,1,4976.0,intake gasket leak/damage,intake gasket leak/damage,1,1,1,train,-1
