master_index,y_true,proba_risk,split
8462,1,0.0816638125973563,test
8463,1,0.0707622537144968,train
8465,1,0.1159720761873397,train
8468,0,0.8724665561456877,train
8470,1,0.3118862771526114,train
8471,1,0.1258956137112586,train
8472,0,0.4577603681287355,train
8473,1,0.2300415309417781,train
8474,0,0.5174091312104017,val
8475,1,0.2906271154277136,train
8478,1,0.1707988214259457,val
8479,1,0.2577946036302888,test
8481,0,0.4765876239387959,val
8482,1,0.2916768750925949,train
8483,1,0.2773166507037693,train
8484,0,0.3868872572460131,val
8487,0,0.4729837066914419,train
8488,0,0.4284640067127638,train
8490,1,0.0429435652117011,train
8491,1,0.1314464404345539,val
8492,0,0.7997732685212964,train
8494,1,0.4190474660774305,train
8495,1,0.5165115685407877,train
8496,1,0.2377634095254177,train
8498,1,0.4238417887597204,train
8499,0,0.5646962999520208,train
8500,0,0.4523693767676555,test
8501,0,0.0952674300082128,val
8502,1,0.4213061170864234,train
8504,0,0.2685071317844451,val
8505,1,0.1337590813562601,train
8507,0,0.7596911004182174,train
8509,1,0.5555012678369794,train
8510,0,0.468726274736119,train
8511,1,0.135457496437703,train
8512,1,0.2759889167111556,train
8513,1,0.2444059533642995,train
8514,1,0.2074535615508722,test
8517,1,0.286041917593817,train
8518,1,0.2285811980481386,train
8519,1,0.4724319011473239,train
8520,0,0.4889720585949946,val
8521,0,0.2168926260274224,test
8522,0,0.8291540412353378,test
8524,0,0.418491316133172,train
8525,1,0.1421218766661242,test
8526,1,0.3016336074897845,test
8527,1,0.5895753013646583,train
8528,0,0.6522876915603603,val
8531,0,0.5821687373212582,test
8532,0,0.8694818798655588,test
8533,1,0.1608291860680879,train
8534,1,0.469585272449596,test
8535,1,0.5610307915606096,val
8536,1,0.3664833130074729,test
8537,1,0.5500518657368656,train
8538,1,0.2892993142589,val
8539,1,0.2435310054703541,train
8540,1,0.0419557206207463,train
8542,0,0.3974358772696093,train
8543,1,0.1240823202221169,test
8544,1,0.1443127979855821,train
8545,1,0.3003319600159757,train
8546,1,0.5689498224667384,train
8549,0,0.6978315073515476,train
8550,1,0.1275174010702308,train
8552,1,0.2809605890012032,train
8554,0,0.4232208199397663,val
8557,0,0.4072268682941372,val
8559,1,0.3818316155409207,train
8561,1,0.1842520726899764,train
8564,1,0.1184318246595016,train
8565,1,0.3092727607327571,val
8566,1,0.5624957770033789,train
8567,0,0.8655382726613072,train
8569,0,0.7595895522565763,train
8574,1,0.4100088844457761,val
8575,0,0.8454176408838396,val
8576,0,0.2015747181781557,val
8578,0,0.6880113106524572,train
8580,1,0.4297469829136944,val
8581,1,0.1613377602067305,test
8582,1,0.2273459731675692,train
8583,1,0.1189541966246745,test
8585,1,0.1663033056666363,train
8586,0,0.5569114904940564,val
8588,1,0.3020634327503747,train
8589,1,0.453031827942261,train
8591,1,0.3106350769428306,train
8592,1,0.4936475090393856,train
8593,0,0.5659078433219449,test
8594,0,0.5788934465708795,test
8595,1,0.1330780490712679,train
8598,0,0.396535414772371,train
8600,1,0.3210935186090617,train
8601,1,0.1992727750623887,train
8602,1,0.4164937861392231,val
8603,1,0.1661791628854011,train
8604,1,0.3310740092547616,val
8606,0,0.6950131039409204,test
8609,1,0.3787265146389774,val
8610,1,0.3912608742431388,train
8612,0,0.9109940204047596,train
8613,0,0.2874342006713768,train
8614,1,0.1269538534010467,train
8615,0,0.4981496481671696,train
8618,1,0.0291046762989319,train
8619,0,0.6561813424349762,train
8620,1,0.0545867111932123,train
8621,1,0.6194733827450685,train
8623,0,0.7075952565999494,train
8624,0,0.5634210153309491,train
8626,1,0.3322373640915567,val
8627,1,0.1653530211338298,train
8628,0,0.8952360288944022,train
8630,1,0.3385710118864745,test
8631,1,0.319092113406362,val
8632,1,0.3272077725892742,train
8633,1,0.183685646363903,train
8634,0,0.6995860863615937,train
8636,1,0.2616197629043821,val
8637,1,0.77465217976476,val
8639,0,0.4189974346332309,train
8640,1,0.1503952422906675,train
8642,1,0.0641947800024185,test
8643,1,0.2084698693259264,test
8644,0,0.8552295296616533,train
8645,0,0.7333033547723147,train
8646,0,0.5593670218556093,val
8649,0,0.7066709955403344,test
8650,1,0.4918052783290035,train
8652,0,0.3632568084802492,train
8656,1,0.2771343333294356,train
8657,1,0.2604199842592267,train
8658,0,0.5574250298735233,train
8660,0,0.5767715996601142,train
8661,1,0.0359297696157723,train
8662,1,0.2067189479695201,val
8663,1,0.4152011327684632,train
8664,1,0.0072270304183749,train
8665,0,0.721298613370463,test
8667,1,0.1846779047760706,val
8668,1,0.2595574597261755,train
8670,1,0.2397317208756919,train
8671,0,0.3751992903858968,train
8672,0,0.2543347513484095,train
8673,1,0.2450216509254849,val
8674,1,0.1945227882565718,train
8676,1,0.4316849713770587,train
8678,1,0.171051657843883,train
8681,1,0.3481106198575604,train
8684,0,0.673704332955755,train
8685,1,0.1002810465589776,train
8686,0,0.3318851596489138,train
8687,1,0.2787573503716518,val
8689,0,0.7409209764094828,train
8690,1,0.2213660873589982,train
8691,1,0.4015343117687024,val
8692,1,0.4641795346884598,val
8693,1,0.0433172273092269,train
8696,1,0.2406581018314567,train
8697,1,0.197368566247869,val
8701,1,0.6166692648991319,val
8702,1,0.1838128379937292,train
8703,1,0.093287761529897,test
8705,1,0.4735750974720456,val
8706,1,0.3721487910423899,train
8707,0,0.4149055289938298,train
8708,1,0.244642021551888,val
8710,1,0.6130376342798632,train
8711,0,0.6690371527212893,train
8713,0,0.8522525561430047,train
8714,0,0.4389823364498637,test
8715,1,0.2884792813912098,test
8718,1,0.3087325977761936,train
8719,1,0.0672737317987924,train
8720,0,0.3954349814281851,val
8722,1,0.2200799169556713,test
8723,0,0.5380661815371672,train
8724,0,0.5358247853116294,train
8727,1,0.2904855305711844,train
8729,1,0.0873494496745713,val
8732,0,0.6994990173698742,val
8735,1,0.297409926756582,train
8736,1,0.1552839579916829,train
8737,1,0.5808964716278724,train
8738,1,0.3263080471545442,train
8739,1,0.0641177616788878,train
8740,1,0.1697538307561826,train
8741,0,0.5940563245751569,train
8743,0,0.7838766421616689,test
8744,1,0.3067143673621653,train
8745,0,0.7117087705510794,val
8747,1,0.341243676517085,train
8750,1,0.0458325323827643,test
8751,1,0.2245932724199525,train
8752,1,0.1117148780600432,test
8753,1,0.4696118194733245,val
8756,0,0.4705330536313197,train
8757,0,0.4147860022016006,val
8758,1,0.3744870354615814,train
8759,1,0.2879283186114918,train
8760,0,0.8836076941162643,train
8763,1,0.2710164857066671,val
8764,1,0.1125297461151803,train
8765,0,0.5862761144531591,train
8766,1,0.4150808521401178,train
8768,1,0.4746165229756599,test
8769,0,0.2564181122509007,val
8770,1,0.0868519359643031,train
8771,1,0.3825864572377819,train
8773,1,0.0363583678529682,train
8776,1,0.3706217575448821,train
8778,1,0.1252422717559655,train
8779,0,0.5220481851880112,test
8780,1,0.7922457928861206,train
8781,1,0.306998548081972,test
8782,1,0.1789300628687433,val
8783,0,0.152650865969509,test
8784,1,0.2048057392413937,train
8785,1,0.8610495038551809,val
8786,0,0.5360353886896713,test
8787,0,0.4818094850825252,train
8788,0,0.1122607915461985,val
8789,1,0.0611334452322965,train
8790,1,0.016911293005455,train
8791,0,0.4436822802003526,train
8794,0,0.3752551393358484,train
8795,1,0.058364560590845,train
8796,1,0.3249938136479945,train
8797,1,0.1268757827409805,train
8798,0,0.4396754322871922,val
8799,1,0.073870660836118,train
8800,1,0.0572801520236616,val
8801,1,0.1097711681755785,train
8803,1,0.4119209477554015,train
8805,1,0.3408916493511739,train
8812,1,0.3125017799395888,train
8813,1,0.1247719905118462,train
8814,1,0.3359279461747738,train
8815,0,0.5505645402769943,val
8817,1,0.4932814779561831,train
8819,1,0.4416817180170405,train
8820,1,0.1141226163446778,test
8822,0,0.2943567766874229,test
8824,1,0.357523842748585,train
8825,1,0.1879986204539414,train
8826,0,0.2523838982234179,test
8828,1,0.1105894125989794,val
8829,1,0.6620531514893693,val
8831,1,0.3044489773333908,test
8832,0,0.4391922821920176,val
8833,1,0.042640979887216,test
8834,1,0.6413060170665823,train
8835,1,0.1804804899888112,train
8836,0,0.4708173441265957,test
8837,0,0.2645899882993007,train
8838,1,0.1826236686748188,train
8840,0,0.6261703418134299,train
8842,1,0.2133191530843702,val
8843,1,0.2468963191880451,train
8844,0,0.6308884987752619,test
8846,0,0.5892404366672708,test
8847,0,0.8394700006680551,test
8848,0,0.4120639275925393,train
8849,0,0.7172659352131782,test
8851,0,0.331712586450408,train
8853,0,0.8350141072702673,val
8855,1,0.3706157008130624,train
8856,0,0.2724554995019639,test
8858,0,0.2490630766277572,val
8862,0,0.6365283703979714,train
8863,0,0.322369411975474,test
8864,0,0.3609683627825908,test
8865,0,0.5800629990399615,train
8866,0,0.2581605613608528,train
8867,0,0.4666675509345679,train
8868,0,0.6778417145098363,train
8870,1,0.2826559080290349,train
8874,1,0.1505695226717652,test
8876,1,0.029954743937791,train
8877,1,0.472873959919973,val
8878,0,0.5873859948984126,val
8881,1,0.4389495379012142,train
8882,1,0.2235951930050452,val
8883,1,0.2491868107312675,test
8884,1,0.3613940972309478,train
8886,0,0.7806472658584769,val
8887,1,0.2308282908466653,train
8888,1,0.2399546038084071,train
8889,1,0.5072626097576161,train
8890,1,0.2116926096501085,train
8891,1,0.0948399940999679,train
8892,1,0.1263756640831324,val
8894,0,0.7121590867875998,train
8896,1,0.4271226301867814,test
8897,0,0.5861657095501727,train
8898,0,0.2870899175481034,test
8899,0,0.1894144493975108,val
8900,0,0.4940447009627424,test
8901,1,0.4578090886054744,val
8904,1,0.1807250380307772,train
8905,1,0.1635270607611907,train
8906,0,0.5332595813756777,train
8908,1,0.5732109830710568,val
8913,1,0.2258552211987424,train
8914,1,0.1287391774343439,train
8915,1,0.1025900036861151,train
8916,0,0.5173235639159466,train
8919,0,0.667794263622379,test
8920,1,0.3238172335907096,train
8921,0,0.2371347149821359,train
8922,1,0.0783952884441748,test
8924,1,0.1380245158151746,train
8928,0,0.3774530322548283,val
8929,1,0.1444091561691538,train
8930,1,0.1040249925541821,train
8931,1,0.1323209458619247,train
8932,0,0.1431822548400463,test
8933,1,0.052198648112026,test
8934,0,0.791275829196054,train
8936,0,0.477231980269298,val
8939,0,0.4740001327092262,train
8940,0,0.1245644894713703,train
8943,1,0.1333407942642583,train
8944,1,0.2202057101016867,train
8945,1,0.1519420761170405,train
8946,1,0.2407869870466153,train
8948,1,0.3054511184950513,test
8950,1,0.0587215066537406,train
8951,1,0.1972516281648677,test
8952,1,0.3973535418793388,test
8953,0,0.5729819743112257,train
8955,0,0.3330716878479119,train
8958,0,0.513039722660295,test
8959,1,0.0973882814326778,test
8964,1,0.6277163050138644,test
8965,0,0.3044049247219632,train
8966,1,0.8676194146721995,train
8967,0,0.6657423758417987,train
8969,1,0.66952825162204,train
8970,1,0.0780167477278745,test
8973,1,0.1863797917641197,train
8974,0,0.4442693037315913,train
8976,0,0.5817766926570678,train
8977,0,0.7145005956522037,train
8978,1,0.2748917219809672,train
8979,1,0.230417494033906,train
8980,1,0.1082962469278444,test
8981,1,0.1225531653576214,train
8984,1,0.2112709617405606,train
8987,0,0.4127851464439303,train
8988,1,0.2529992887806606,train
8991,1,0.0894313371338911,val
8992,1,0.0642030413025758,train
8994,1,0.1996912734801996,train
8995,1,0.2692421708842069,train
8996,1,0.1102975926984254,train
8997,1,0.0571695010648127,test
8998,1,0.6349886465721664,train
9000,1,0.2089890268085472,test
9001,1,0.0789231024086527,val
9002,1,0.0575684312060791,train
9004,1,0.081461622310699,train
9005,1,0.4763644056656007,test
9006,1,0.0670695862458734,train
9007,0,0.4505667039917835,train
9009,1,0.1627469073900437,train
9010,1,0.3426281495887594,train
9012,1,0.7423579295450402,test
9013,0,0.7613010848114186,train
9014,0,0.5446917967472867,train
9015,1,0.376001284002303,train
9016,1,0.572565750426567,train
9017,0,0.8115497146632633,train
9018,1,0.2909320677952691,train
9019,1,0.3078584364128314,train
9021,0,0.364644505791556,train
9025,0,0.3216682033516479,train
9026,0,0.3206435813964742,train
9027,0,0.4959889504494065,train
9029,0,0.5514210907413755,train
9030,1,0.136169181729039,test
9031,1,0.2063030648502228,val
9032,0,0.803872195542606,val
9033,1,0.7045349561329831,train
9034,0,0.5750180464699696,val
9036,1,0.4372641750634345,train
9037,0,0.5825933563154289,train
9038,1,0.0767100908076244,train
9039,0,0.2433127537530849,val
9040,0,0.5744651499066723,val
9041,0,0.4498430485205886,train
9042,1,0.065387557624193,train
9043,0,0.591852944275287,train
9046,1,0.4296107910616228,test
9047,0,0.4852827426268685,train
9048,1,0.4880142171148238,val
9049,1,0.1312106462064719,train
9050,1,0.3718927360065457,train
9051,1,0.2498743267538119,val
9052,1,0.1810592797754038,train
9055,1,0.1095351655549787,train
9056,0,0.613336278952797,test
9058,1,0.251447135638905,val
9060,0,0.8843785637715686,train
9061,1,0.2189176848123207,train
9062,1,0.5902971837519212,val
9063,0,0.6225001025144641,train
9064,1,0.4914797937694694,train
9065,1,0.1862913130269506,train
9066,1,0.1354827977132754,train
9067,0,0.6849740880513508,val
9068,1,0.4827561911584693,train
9071,1,0.1952669043961501,train
9072,1,0.1976946151954492,test
9073,0,0.7698835535895503,train
9074,1,0.2138421979618768,train
9076,1,0.2989837291669919,train
9077,1,0.4354519724474964,train
9078,1,0.1970012684950602,val
9080,1,0.0796573240591921,train
9084,0,0.383635845535633,train
9085,1,0.2452166737615873,train
9086,1,0.171644558867185,train
9087,1,0.4187836611798277,train
9088,1,0.10778249511575,train
9091,1,0.2915848649753992,train
9093,1,0.378453273988665,test
9094,0,0.7098616341522677,train
9095,1,0.1428979840262795,val
9098,0,0.3665817759231057,test
9099,0,0.5364753409190737,train
9100,0,0.7976009840594174,val
9101,1,0.5372476584478945,train
9102,1,0.2729587566094718,train
9104,1,0.0329476034541531,train
9105,1,0.3509957903496687,train
9107,1,0.0726994513242803,val
9109,0,0.5772220505158387,train
9110,0,0.3562410652622865,train
9111,0,0.6923403823039191,test
9112,0,0.6289109726420474,train
9113,1,0.2281357221089498,train
9115,1,0.1205864248039796,train
9116,1,0.0605742411671959,train
9117,1,0.2157248410664922,train
9118,1,0.2266539124355043,test
9119,1,0.0223738673399438,train
9123,1,0.1488321603973899,train
9124,1,0.3550206166915186,train
9128,0,0.7795837760741964,train
9129,1,0.0371300607685363,train
9130,0,0.5657202587046739,test
9131,1,0.0543197906313444,test
9132,1,0.1683452323654779,train
9133,1,0.6792984327917463,train
9135,0,0.58856457001159,val
9136,0,0.3050450905513506,train
9138,0,0.6378103898364292,train
9142,0,0.7528888565455369,train
9143,1,0.2806818599250689,train
9144,1,0.5317461330464843,train
9150,1,0.5876357599814201,train
9151,0,0.6879076360717371,train
9152,0,0.7113987050437436,val
9155,0,0.6602264427907742,train
9157,1,0.4039114138814446,train
9158,0,0.5490144559496895,test
9160,1,0.371480814023685,val
9162,1,0.1364786109322149,train
9164,1,0.268015393760976,train
9165,1,0.2185008910775805,train
9167,1,0.4648155987111045,val
9168,0,0.6531763665672928,train
9170,1,0.2106983269692669,train
9172,0,0.58609861838259,train
9173,1,0.3674017311388732,test
9177,1,0.7681264128574932,val
9180,0,0.8534625059770612,val
9181,1,0.3484132646298215,train
9183,1,0.3944352620433282,train
9184,0,0.2495003015667251,train
9185,0,0.7002617091782106,test
9186,1,0.7099107786833592,train
9189,1,0.6404204926132449,test
9191,0,0.6179651518771402,train
9194,1,0.1300458943018776,train
9196,0,0.57117876641204,val
9197,0,0.4744771987989502,train
9198,1,0.1409648332420896,train
9199,1,0.7051612155294875,val
9201,0,0.761624446324679,train
9203,0,0.6039967887495831,train
9209,0,0.2887500567421995,test
9210,1,0.0671162745952669,val
9212,1,0.5089078140379353,val
9213,1,0.2073613849371943,train
9216,1,0.5272631673445434,train
9217,1,0.5490052534081196,test
9219,1,0.1449071485905192,val
9221,1,0.0765597804697435,train
9222,1,0.6715764520799778,val
9223,0,0.7647176898099685,train
9225,0,0.8852831906835148,train
9226,1,0.3900994556849142,val
9227,1,0.0790154424551677,val
9229,0,0.8736424906631873,test
9230,1,0.2326313101644158,train
9231,1,0.1629327048954555,val
9232,0,0.5370360491703132,test
9233,0,0.7587137847240946,val
9236,0,0.9860200046416552,train
9237,1,0.2879321009788986,test
9238,1,0.3671162130870453,train
9239,1,0.1394423054645097,val
9240,1,0.4259968492267956,test
9241,1,0.1756721781695527,val
9242,1,0.2434228075404602,train
9244,1,0.2798559546579617,test
9246,1,0.5107928370010066,test
9247,1,0.5587863438428069,train
9248,1,0.2265283101302171,train
9250,1,0.3335325009740637,train
9252,0,0.1158773659120039,train
9253,1,0.0358260511926828,train
9254,0,0.5414994691936328,train
9258,1,0.2621469228654418,train
9259,1,0.6014919320476001,train
9260,0,0.7073485569143106,val
9261,1,0.352750347169684,test
9262,1,0.0881083223888035,train
9266,0,0.5554315272772505,train
9268,0,0.7751681047950343,test
9269,0,0.3712329417728763,train
9270,1,0.4074118049174786,train
9273,1,0.4245338338331724,train
9274,0,0.641411509896787,val
9276,0,0.8557739490507236,test
9277,1,0.3737883595593034,train
9279,1,0.2187100041110951,train
9281,1,0.2922583383303425,test
9282,0,0.8961191442248784,val
9283,1,0.1794395481762982,train
9285,0,0.2383793189097695,train
9286,1,0.1224863828039706,train
9288,1,0.2898779957798199,test
9290,0,0.7021493220891,train
9291,1,0.1503097400848928,test
9292,1,0.400508960503976,train
9293,0,0.3876144916601887,val
9297,1,0.1067947656910247,train
9298,0,0.7955979227365819,train
9299,1,0.2046585755256438,train
9300,1,0.2836765514905742,train
9301,1,0.184377424263782,test
9302,1,0.5855256549787375,train
9303,0,0.5817132093290802,train
9304,0,0.6699468113353642,train
9306,1,0.3546302226892446,train
9309,1,0.1478903786971538,train
9310,0,0.3930544247863543,test
9313,1,0.2573844879669811,train
9315,0,0.0985424560364511,train
9317,1,0.2537638630827431,train
9319,1,0.2639674079399275,train
9322,0,0.896384308770893,train
9323,1,0.108033885836402,val
9324,0,0.239845865169,train
9325,0,0.6221440068983572,train
9326,0,0.8520801435107345,train
9327,1,0.3687320754791569,train
9328,1,0.4385450477725443,train
9330,1,0.3442216244356543,val
9333,0,0.2679338876137471,test
9335,1,0.3255072239230849,train
9339,0,0.437213972547363,train
9340,1,0.0684613814273682,train
9342,1,0.1159567391519084,train
9343,0,0.5525235006181459,train
9344,1,0.1448603753974594,val
9345,0,0.5163533026965719,train
9346,1,0.3525095390330461,train
9348,1,0.1998931576572347,train
9349,0,0.2516852450260373,train
9350,1,0.071524645480704,train
9351,1,0.1084093812528124,val
9359,0,0.5701904043092165,val
9361,0,0.7108076036348693,train
9362,1,0.0730283613494245,train
9367,1,0.0581177339025607,train
9368,1,0.2571756902671172,train
9369,1,0.3038257877781097,val
9373,0,0.8069793115654044,train
9374,1,0.2885640132531147,train
9376,1,0.3701509287096571,val
9377,0,0.734567211984972,train
9380,1,0.7124184134195631,test
9382,0,0.3551500050627535,train
9383,1,0.24864165112696,test
9385,1,0.1381093313718961,train
9388,1,0.1935733450355896,train
9389,1,0.7163777822703876,val
9390,1,0.3980012105638409,train
9392,1,0.1037238168258891,train
9393,0,0.5023361321194673,train
9394,0,0.3278412715011117,train
9395,0,0.8546067327345979,train
9396,1,0.3230163791099458,val
9397,1,0.1172093056722097,train
9398,0,0.4737060149326422,test
9399,1,0.3868646011868435,train
9400,0,0.6341207920749612,train
9401,0,0.3774661853483099,val
9402,1,0.0702130776085834,train
9406,1,0.3131196583144748,train
9408,1,0.1058382799284282,train
9409,1,0.2879540911753429,train
9410,1,0.3218839307282217,train
9413,1,0.3434465591930357,test
9415,0,0.3526319576670076,train
9416,1,0.3794416719291564,train
9417,1,0.3604275882240126,train
9418,1,0.2912027432354562,test
9421,1,0.2697628222798732,train
9424,1,0.5289162056569219,test
9425,1,0.5596006632283083,train
9426,1,0.2610271674292561,train
9429,1,0.0510216451425643,train
9430,1,0.0678610018167739,test
9431,1,0.5380289676289634,train
9432,0,0.4328740806306808,test
9433,0,0.6754234367955865,test
9435,0,0.5916453659139246,train
9436,0,0.2560641090637896,train
9437,1,0.4247747999220898,train
9438,1,0.3071685752271105,val
9441,0,0.2750268612183555,train
9442,1,0.2024926818536168,train
9443,0,0.7510949617568227,train
9444,1,0.2560413611906788,train
9446,1,0.4469219371080509,train
9447,0,0.6921888564946607,test
9449,1,0.207955145664512,train
9450,0,0.275527760256078,train
9451,1,0.4730961140719725,train
9452,1,0.2108996431039529,train
9453,1,0.0987095551050527,test
9455,0,0.6258891780482417,test
9456,1,0.228725950683859,test
9457,0,0.67313580254402,train
9459,1,0.187062375166665,train
9461,1,0.1098050181843376,train
9465,1,0.6417915268883723,train
9470,1,0.2166027585740199,train
9472,1,0.3370793153816404,train
9473,1,0.1930806058995124,val
9474,1,0.31098445397723,train
9475,1,0.3069660899806535,val
9476,1,0.7564018357424376,val
9478,1,0.2148736524083064,test
9479,1,0.121031680634336,test
9480,0,0.4452617399513577,train
9481,1,0.4857453531510881,train
9485,1,0.2363284789898547,train
9491,0,0.2946998244389537,test
9493,1,0.175680435869548,train
9494,1,0.2788690962609772,train
9495,1,0.1471954883639661,test
9496,0,0.3882487624011904,test
9497,1,0.1504572310183438,train
9498,1,0.24352220594462,train
9499,1,0.1960409207976372,test
9501,1,0.4909764525467112,test
9502,1,0.0336126486201527,train
9503,1,0.6395421620490824,test
9504,1,0.1027090441362427,test
9506,0,0.3502762016624127,test
9507,0,0.6306197132942455,train
9509,1,0.3034773649776169,train
9511,1,0.1068222436665363,train
9512,1,0.2530962918980202,train
9515,1,0.2696936428628649,train
9516,0,0.8232136926344595,train
9517,1,0.1132573281831748,train
9519,1,0.055905157012799,train
9520,1,0.2320199352936279,train
9522,1,0.0596442642155334,train
9523,1,0.3632225625390726,val
9525,1,0.2713397988815619,train
9526,0,0.3846777011710083,train
9530,0,0.5231945377191174,train
9531,0,0.5594283824862931,train
9532,1,0.4954815249482621,train
9533,1,0.1363567731146499,train
9535,0,0.8087912199572937,train
9536,0,0.6090077034617261,val
9537,1,0.3196067995871218,train
9540,0,0.5943445138418038,train
9542,0,0.6076475445887917,test
9543,0,0.4454587972756569,train
9545,1,0.1337407163017175,test
9546,1,0.2993943077491882,test
9547,1,0.2275900129029948,train
9548,1,0.6987178011548554,train
9549,1,0.3677444876110357,train
9553,1,0.4048044248933871,train
9556,1,0.3082745108331006,train
9559,1,0.2880281749056426,train
9561,0,0.7427780143686917,train
9564,0,0.8315206468495397,train
9565,1,0.0929197740902857,val
9568,1,0.1187651456640257,test
9571,1,0.3070751842698599,train
9573,1,0.0257187680347041,train
9577,0,0.7906050110900971,train
9578,1,0.4310323396123152,train
9588,1,0.1531377413264243,train
9589,1,0.7486266231603471,test
9590,0,0.5105541816985572,test
9592,1,0.5052079645676102,train
9595,1,0.6670341109271507,train
9597,1,0.3290368190252138,test
9598,0,0.6670990709525935,train
9599,1,0.0516337593830474,train
9600,1,0.6355791566944881,train
9603,1,0.5205362752925033,val
9604,0,0.7174031246512902,train
9607,1,0.2294912015661752,val
9608,1,0.2336022547925542,test
9609,1,0.2792532654717967,train
9610,1,0.3254556630849229,val
9611,0,0.5307664957055942,train
9612,0,0.5174634068228854,train
9613,1,0.1194147890090571,train
9617,1,0.161627408205908,train
9619,1,0.1023800780538718,train
9620,0,0.6059202481258394,train
9621,1,0.0547642850666136,train
9622,0,0.85247560253508,train
9627,1,0.461617094535162,test
9630,0,0.357051830565664,train
9631,1,0.1608452849183489,val
9632,1,0.3431718682745724,train
9633,1,0.0950632974401081,train
9634,1,0.1868103573403747,train
9637,1,0.192401717345346,train
9639,1,0.3669264234535643,test
9640,0,0.2385587107055328,train
9642,1,0.6453039306769001,val
9643,1,0.5006043765474979,val
9647,1,0.2345308622903298,train
9649,0,0.8342875680671755,train
9650,1,0.2260887658887457,test
9652,1,0.3795567451254532,train
9653,1,0.1781803605210399,train
9654,1,0.3610515172790568,train
9656,1,0.1461405439948013,train
9658,1,0.665254110779945,train
9659,1,0.0827100062920561,train
9661,1,0.2020555280485788,train
9663,1,0.5300170098794166,train
9665,0,0.4919531098481777,train
9667,0,0.5677899055014719,train
9668,1,0.054492643003545,test
9669,1,0.1841907112424629,train
9670,1,0.0601959738174385,train
9673,0,0.5304001607203617,train
9674,1,0.5628172334211975,val
9677,1,0.3739648435064578,test
9679,1,0.5449580273273507,train
9681,0,0.7997722550488844,train
9682,1,0.3342958164762089,train
9684,1,0.3793281282097092,train
9685,1,0.6738976938565269,train
9687,0,0.4179782644054369,train
9688,1,0.1260129653688286,train
9689,0,0.8888185102350216,test
9690,0,0.1662726765944155,train
9693,1,0.3719909122004073,test
9695,0,0.4607141455782989,train
9699,0,0.1393928674908479,test
9702,1,0.0510781786290803,train
9705,0,0.9066682979773988,train
9706,1,0.1887197118308174,train
9707,1,0.0311081217846141,val
9709,0,0.5939689630108695,train
9710,1,0.1155651673772976,train
9711,0,0.4722564515311785,train
9712,1,0.1309129934624954,train
9714,1,0.0919210898431996,train
9715,1,0.8285061025994384,test
9716,1,0.5868498385403911,val
9718,1,0.1612104678353016,train
9719,1,0.312211220865792,train
9720,0,0.1813590585882363,test
9721,0,0.5958475661898769,train
9723,1,0.480578297930945,train
9725,0,0.6544085222940883,test
9727,1,0.2889988899710791,val
9729,0,0.4215093734044224,train
9732,1,0.2328491458834323,train
9733,0,0.3465761551769358,train
9734,0,0.820529065371691,train
9735,0,0.4141329988737857,train
9738,1,0.2861742348891757,train
9739,0,0.8088275232413268,train
9741,1,0.1678992328901657,val
9744,0,0.6251239209057162,train
9749,1,0.6047932203598703,test
9750,1,0.403539698342399,train
9751,1,0.3789848336814937,val
9755,1,0.0686239197623804,val
9757,0,0.6552153554986981,train
9759,0,0.6518226488190139,train
9760,1,0.4803553241015138,train
9761,1,0.3719224823229868,train
9763,1,0.4913517945137066,train
9764,1,0.2665928649955482,val
9765,1,0.2377566377260439,train
9766,0,0.3855665112601246,train
9767,0,0.301474224716859,test
9768,1,0.434978338315711,train
9769,1,0.6659406737413449,train
9770,0,0.8947398294693658,train
9772,1,0.2808706919186017,train
9773,0,0.4944435667222624,test
9777,0,0.7512637043687255,train
9778,0,0.5820153057768811,train
9779,1,0.3951331111924433,train
9780,0,0.119393651160259,train
9781,1,0.1811460901861555,test
9782,1,0.6380467019520384,train
9786,1,0.0273585729380032,train
9787,1,0.0561544546515823,train
9793,1,0.2001193144691568,train
9794,0,0.989484136266004,train
9795,1,0.4622124033137322,test
9796,0,0.6891699506732445,train
9798,1,0.3182625436930829,test
9799,0,0.521058172012149,val
9801,1,0.1366827043167469,test
9802,1,0.3621027827152292,train
9803,1,0.0373126320480243,train
9805,1,0.1500041172955069,train
9806,1,0.2478565541529142,train
9807,1,0.0381207505963144,train
9808,0,0.3113934005319252,test
9809,1,0.5653246464223954,train
9811,1,0.7184390766291675,train
9813,1,0.2093910636947632,train
9814,0,0.5990259455521743,train
9815,1,0.360576839914358,train
9816,0,0.4546707535680927,train
9818,1,0.3069215882450825,train
9819,0,0.2130994526627184,test
9821,1,0.0871995927926176,train
9822,1,0.411862960687817,test
9823,0,0.6128290710240766,train
9826,1,0.072039925162984,test
9827,0,0.6332237437751309,train
9828,1,0.0256829915920233,train
9829,0,0.6115426836338396,train
9830,1,0.4046545307613778,val
9831,1,0.4063580168226832,val
9836,1,0.3545099374730871,train
9840,1,0.1452914704062765,train
9841,1,0.1133568792157638,train
9842,0,0.8004983963482841,train
9844,0,0.3075446495126503,test
9845,0,0.6647834925149483,train
9847,0,0.2534644259994021,train
9848,0,0.5009369864394627,train
9849,1,0.4237690894108583,train
9852,1,0.3258140992243485,train
9853,1,0.1615899646101503,train
9856,1,0.0764445854840391,train
9858,1,0.7506716482814263,test
9859,1,0.255001097144253,train
9861,1,0.727567231812405,val
