Master_Index,split,prob_at_risk,true_label
11575,train,0.33059797,0
11577,train,0.75095147,0
11581,train,0.39523652,1
11583,train,0.941596,0
11584,train,0.2917512,1
11587,train,0.24964406,1
11589,train,0.652702,0
11594,train,0.49050435,1
11596,train,0.39191118,1
11598,train,0.66689736,1
11601,train,0.76071215,0
11602,train,0.40649387,1
11603,train,0.7744299,0
11606,train,0.4498347,1
11607,train,0.73704076,0
11608,train,0.89441514,0
11610,train,0.38377655,1
11614,train,0.26594302,1
11617,train,0.4779301,1
11618,train,0.52514213,1
11621,train,0.32973528,1
11623,train,0.39469123,1
11624,train,0.7492769,0
11625,train,0.55236703,0
11627,train,0.4727107,1
11628,train,0.49641877,0
11629,train,0.6975665,0
11630,train,0.7966341,0
11632,train,0.800765,1
11633,train,0.62467563,1
11637,train,0.76130223,0
11645,train,0.55564415,1
11647,train,0.3959168,1
11650,train,0.6465141,0
11652,train,0.30680743,1
11653,train,0.650867,0
11658,train,0.51863605,0
11662,train,0.8524715,0
11665,train,0.3615127,1
11666,train,0.21201979,1
11667,train,0.39116913,1
11668,train,0.3481081,1
11673,train,0.45739347,1
11677,train,0.16285932,1
11681,train,0.10374384,1
11683,train,0.33989775,1
11684,train,0.45412344,1
11686,train,0.71421546,0
11689,train,0.40983224,1
11690,train,0.28687748,1
11692,train,0.29060948,1
11696,train,0.9574865,0
11698,train,0.7996607,1
11701,train,0.33792892,0
11702,train,0.7171727,0
11704,train,0.53368664,1
11705,train,0.57864136,0
11706,train,0.5033635,1
11708,train,0.2458251,1
11712,train,0.26260093,1
11714,train,0.713437,0
11715,train,0.6985671,0
11718,train,0.358318,1
11719,train,0.349051,1
11721,train,0.47067064,0
11723,train,0.3928529,1
11726,train,0.6789822,0
11728,train,0.4963813,1
11731,train,0.30565545,1
11733,train,0.7269478,0
11737,train,0.47999454,1
11740,train,0.36356524,1
11744,train,0.10672455,1
11745,train,0.9730801,0
11748,train,0.65865576,0
11750,train,0.5019281,0
11751,train,0.55726945,1
11752,train,0.9034047,0
11753,train,0.7019138,0
11759,train,0.22804837,1
11763,train,0.8828155,0
11766,train,0.19395524,1
11768,train,0.6250577,1
11772,train,0.34289405,1
11773,train,0.50206,1
11774,train,0.41540793,1
11775,train,0.54133415,1
11776,train,0.4126806,1
11779,train,0.64794445,1
11780,train,0.61792874,1
11781,train,0.49731734,1
11783,train,0.18255237,1
11784,train,0.30416465,0
11790,train,0.5154102,0
11791,train,0.7158073,1
11794,train,0.8018751,0
11795,train,0.47779447,1
11797,train,0.6723224,0
11799,train,0.27502465,1
11802,train,0.18226941,1
11803,train,0.3283354,1
11804,train,0.39137945,1
11809,train,0.30654705,1
11815,train,0.5257374,1
11816,train,0.48963618,0
11822,train,0.2423654,1
11825,train,0.4141659,1
11828,train,0.34523025,1
11831,train,0.42782655,1
11842,train,0.3720243,1
11843,train,0.508456,1
11846,train,0.45494476,1
11847,train,0.2897397,1
11848,train,0.22336376,1
11851,train,0.38537705,1
11853,train,0.7627594,1
11854,train,0.34215412,1
11857,train,0.5797112,0
11859,train,0.76720977,1
11860,train,0.38233238,1
11863,train,0.6013941,1
11865,train,0.7410622,0
11868,train,0.2791427,1
11870,train,0.6243798,0
11874,train,0.6841481,0
11878,train,0.6429656,0
11879,train,0.79570115,1
11881,train,0.27851108,1
11885,train,0.58669144,1
11886,train,0.776017,0
11887,train,0.7488605,0
11890,train,0.19201842,1
11891,train,0.26767614,1
11893,train,0.55717736,0
11894,train,0.59634894,0
11895,train,0.6544801,0
11896,train,0.59299266,1
11899,train,0.59912515,1
11901,train,0.78621113,0
11902,train,0.37394387,1
11904,train,0.587965,1
11906,train,0.20921518,1
11907,train,0.5828869,1
11910,train,0.36868763,1
11911,train,0.5036729,1
11915,train,0.2678729,1
11919,train,0.30136973,1
11922,train,0.33217007,1
11924,train,0.73097193,0
11927,train,0.3743511,1
11929,train,0.39699402,1
11931,train,0.2494127,1
11932,train,0.2796757,1
11933,train,0.4737719,1
11936,train,0.680239,1
11945,train,0.15458618,1
11946,train,0.449597,1
11953,train,0.6287614,1
11954,train,0.9590808,0
11956,train,0.76314604,0
11961,train,0.35887703,1
11963,train,0.6899383,0
11965,train,0.21297117,1
11970,train,0.5342822,1
11971,train,0.37175387,1
11973,train,0.26594675,1
11974,train,0.23842795,1
11976,train,0.5687249,0
11981,train,0.2175979,1
11986,train,0.12143345,1
11987,train,0.22321534,1
11988,train,0.2599846,1
11990,train,0.5456507,1
11993,train,0.55394036,0
11996,train,0.56789786,1
11997,train,0.79707396,0
11999,train,0.43601093,1
12002,train,0.35631686,1
12005,train,0.97927254,0
12007,train,0.624175,1
12010,train,0.694151,1
12012,train,0.42489916,1
12013,train,0.7922387,0
12015,train,0.7540283,1
12018,train,0.8357534,1
12019,train,0.24327706,1
12021,train,0.40065724,1
12022,train,0.522734,0
12023,train,0.4276223,1
12026,train,0.5292787,1
12028,train,0.66212654,1
12029,train,0.16692196,1
12030,train,0.7475833,1
12032,train,0.45793658,0
12034,train,0.70674676,1
12036,train,0.86387056,0
12039,train,0.47880563,1
12041,train,0.17623417,1
12044,train,0.48893932,1
12049,train,0.7453809,1
12052,train,0.29281017,1
12057,train,0.46843517,0
12058,train,0.6680543,1
12059,train,0.6710118,0
12061,train,0.42736,1
12063,train,0.6536115,0
12065,train,0.68846625,0
12072,train,0.78953004,0
12073,train,0.6576782,0
12074,train,0.23049979,1
12078,train,0.40531895,1
12080,train,0.4077781,1
12082,train,0.3698796,0
12083,train,0.31377947,1
12090,train,0.4502501,1
12091,train,0.37748283,1
12092,train,0.3171847,1
12095,train,0.5866937,1
12099,train,0.5899623,1
12100,train,0.88936394,0
12104,train,0.3753645,1
12107,train,0.3070837,1
12118,train,0.48264465,0
12122,train,0.5306436,1
12123,train,0.4906162,1
12124,train,0.47972757,0
12125,train,0.5999611,0
12131,train,0.23557234,1
12137,train,0.2279196,1
12139,train,0.4438851,1
12142,train,0.5274672,1
12144,train,0.2706221,1
12146,train,0.41707888,1
12148,train,0.4355093,1
12149,train,0.47722617,0
12150,train,0.4604185,1
12151,train,0.5937843,1
12153,train,0.5445898,1
12154,train,0.28992847,1
12159,train,0.6978554,0
12162,train,0.22950017,1
12163,train,0.5672836,1
12165,train,0.56341535,0
12168,train,0.540806,1
12172,train,0.38140535,1
12175,train,0.6064471,1
12178,train,0.43344682,1
12181,train,0.97874707,0
12183,train,0.15715137,1
12185,train,0.72719973,1
12188,train,0.53162843,1
12189,train,0.32822758,1
12192,train,0.45997536,1
12193,train,0.19083029,1
12195,train,0.67988855,0
12196,train,0.47666687,1
12198,train,0.71219987,1
12202,train,0.411821,1
12204,train,0.49803907,1
12206,train,0.44136417,1
12207,train,0.574187,0
12210,train,0.45776328,1
12211,train,0.5758865,1
12212,train,0.9159174,1
12214,train,0.7239493,0
12221,train,0.2967688,1
12223,train,0.34342673,1
12224,train,0.9426147,0
12225,train,0.18996586,1
12226,train,0.52719647,1
12227,train,0.7448885,1
12230,train,0.6280238,0
12231,train,0.62240046,0
12234,train,0.46457288,1
12235,train,0.76539147,0
12237,train,0.33666804,1
12238,train,0.69088626,0
12240,train,0.40783188,1
12243,train,0.14242816,1
12246,train,0.7262376,1
12247,train,0.4351818,1
12248,train,0.22001782,1
12255,train,0.32476607,1
12258,train,0.61738706,1
12259,train,0.4607709,1
12260,train,0.68719935,0
12261,train,0.3007958,0
12263,train,0.31301335,1
12266,train,0.2594214,1
12270,train,0.5359721,1
12273,train,0.2766028,1
12274,train,0.43289873,0
12278,train,0.46466112,1
12280,train,0.45749098,1
12284,train,0.5258269,0
12288,train,0.3668525,1
12292,train,0.65786225,1
12293,train,0.18037915,1
12294,train,0.5192862,1
12297,train,0.5593107,0
12300,train,0.17799024,1
12301,train,0.33558008,1
12305,train,0.7788803,0
12306,train,0.23667616,1
12307,train,0.37416378,1
12308,train,0.66563356,0
12309,train,0.519639,1
12310,train,0.5682483,0
12311,train,0.53906226,0
12312,train,0.72538114,0
12316,train,0.3810792,1
12318,train,0.3215897,0
12320,train,0.4194419,1
12323,train,0.5049852,0
12324,train,0.6413495,0
12326,train,0.61114466,1
12329,train,0.2039043,1
12331,train,0.34859934,1
12341,train,0.6663004,0
12345,train,0.10607975,1
12348,train,0.48570365,1
12350,train,0.4429686,1
12351,train,0.5576296,0
12355,train,0.43236962,1
12356,train,0.3007982,1
12357,train,0.36305726,1
12362,train,0.77458525,0
12366,train,0.330536,1
12369,train,0.64128536,1
12376,train,0.24351078,1
12377,train,0.30934682,1
12378,train,0.7172269,0
12379,train,0.7141565,1
12381,train,0.6979634,0
12382,train,0.1525474,1
12383,train,0.674821,0
12384,train,0.1741547,1
12385,train,0.9595636,0
12387,train,0.2653788,1
12390,train,0.31269726,1
12392,train,0.20194893,1
12393,train,0.6159417,0
12396,train,0.33487162,1
12398,train,0.32549524,1
12399,train,0.7933373,0
12406,train,0.67701215,1
12410,train,0.6894862,0
12415,train,0.35512972,1
12416,train,0.69697404,1
12420,train,0.52905494,1
12423,train,0.6709584,0
12426,train,0.50728613,1
12427,train,0.964702,0
12429,train,0.34524557,1
12430,train,0.74181837,1
12432,train,0.41441852,1
12439,train,0.4233932,1
12442,train,0.69358146,0
12446,train,0.65933937,0
12447,train,0.19856767,1
12449,train,0.6910301,0
12450,train,0.7321452,0
12453,train,0.19761816,1
12462,train,0.77720356,0
12463,train,0.15798253,1
12464,train,0.33771303,0
12465,train,0.42651725,1
12466,train,0.79413784,0
12467,train,0.10353232,1
12475,train,0.64290106,0
12476,train,0.16869742,1
12477,train,0.3320808,1
12480,train,0.5487057,0
12489,train,0.6510497,0
12492,train,0.7033374,0
12498,train,0.4595218,1
12499,train,0.5917203,1
12500,train,0.514487,1
12502,train,0.1966394,1
12505,train,0.7755008,1
12506,train,0.63748765,0
12510,train,0.48737946,1
12511,train,0.6385551,0
12514,train,0.45252752,0
12515,train,0.4053091,1
12517,train,0.9701874,0
12518,train,0.8715612,0
12520,train,0.662892,1
12524,train,0.16358839,1
12527,train,0.72701436,1
12528,train,0.5884643,1
12529,train,0.44881892,1
12530,train,0.29813468,1
12531,train,0.47003773,1
12536,train,0.23755045,0
12539,train,0.6940312,0
12543,train,0.7942759,0
12555,train,0.58387405,1
12559,train,0.5844625,0
12560,train,0.73818445,1
12562,train,0.6953768,0
12565,train,0.6422719,0
12566,train,0.49802428,1
12568,train,0.68159413,1
12569,train,0.6412345,0
12572,train,0.75838274,1
12573,train,0.60114807,0
12574,train,0.334559,1
12580,train,0.543435,0
12582,train,0.7902616,0
12583,train,0.47139803,1
12584,train,0.38679177,1
12586,train,0.7474892,0
12588,train,0.75380737,0
12589,train,0.72104007,0
12590,train,0.15644003,1
12592,train,0.2708335,1
12597,train,0.5003046,1
12598,train,0.41413453,1
12599,train,0.61042225,1
12600,train,0.48535234,1
12603,train,0.37672105,1
12604,train,0.25439802,1
12606,train,0.74450076,0
12607,train,0.5737103,1
12608,train,0.75804496,1
12614,train,0.685003,0
12628,train,0.35600674,1
12630,train,0.72888535,1
12633,train,0.2624028,1
12635,train,0.5509009,1
12637,train,0.3916197,1
12638,train,0.17521454,1
12640,train,0.3748412,0
12641,train,0.44055513,1
12644,train,0.40487477,1
12645,train,0.26635394,1
12651,train,0.68861824,0
12660,train,0.53743917,1
12662,train,0.7938426,1
12664,train,0.39202827,1
12667,train,0.72154075,0
12669,train,0.61172444,0
12671,train,0.5162528,1
12673,train,0.42730024,1
12674,train,0.38381407,1
12675,train,0.6512348,0
12677,train,0.5839957,1
12679,train,0.5077846,1
12680,train,0.42345935,0
12681,train,0.7274663,0
12687,train,0.1654337,1
12688,train,0.5891252,0
12690,train,0.19339423,1
12696,train,0.745807,1
12697,train,0.31203526,1
12698,train,0.5851418,1
12699,train,0.6029811,0
12700,train,0.6271172,0
12704,train,0.3821922,1
12705,train,0.5919175,1
12709,train,0.65001523,0
12710,train,0.30759975,1
12711,train,0.5590697,0
12712,train,0.69869715,0
12715,train,0.22302584,1
12716,train,0.33068213,1
12720,train,0.6886394,1
12721,train,0.6941206,0
12722,train,0.6920873,1
12729,train,0.58419687,0
12730,train,0.76640546,0
12732,train,0.33594665,1
12744,train,0.8875921,0
12745,train,0.23333715,1
12746,train,0.6507948,1
12752,train,0.5504314,1
12754,train,0.3768175,1
12755,train,0.5247215,1
12756,train,0.5021058,1
12758,train,0.6730887,1
12759,train,0.67323536,1
12760,train,0.28038964,0
12761,train,0.69054836,0
12762,train,0.48401442,1
12763,train,0.61059594,1
12765,train,0.7102026,0
12766,train,0.7794722,1
12769,train,0.3263972,1
12770,train,0.6735268,1
12773,train,0.6208029,1
12775,train,0.7290606,0
12782,train,0.7326819,0
12784,train,0.46066818,1
12785,train,0.486434,1
12786,train,0.31615528,1
12788,train,0.5762905,0
12793,train,0.37291718,1
12795,train,0.3423644,1
12798,train,0.20782772,1
12799,train,0.52577734,1
12801,train,0.33191797,1
12806,train,0.7429246,1
12807,train,0.4509751,1
12811,train,0.80116194,1
12815,train,0.514315,1
12820,train,0.575181,1
12822,train,0.7050593,0
12825,train,0.6864373,0
12827,train,0.7702557,1
12828,train,0.6800188,1
12832,train,0.6684222,1
12834,train,0.68750733,0
12836,train,0.8039213,0
12839,train,0.8152484,0
12841,train,0.49117327,0
12845,train,0.6072485,0
12846,train,0.6845294,1
12848,train,0.52823097,0
12854,train,0.39167905,1
12863,train,0.80959177,0
12866,train,0.4442105,1
12869,train,0.3845604,1
12870,train,0.23936777,1
12871,train,0.8149179,0
12873,train,0.6205621,1
12874,train,0.5720258,1
12876,train,0.52471524,0
12878,train,0.60794514,1
12879,train,0.8103997,1
12885,train,0.42303085,0
12887,train,0.3409766,1
12889,train,0.5130207,0
12892,train,0.33212042,1
12895,train,0.53951645,1
12896,train,0.61595654,1
12897,train,0.4912705,1
12900,train,0.6474369,1
12903,train,0.2625569,1
12904,train,0.7623376,0
12908,train,0.40794447,1
12911,train,0.32108393,1
12913,train,0.5808497,0
12915,train,0.25386155,1
12916,train,0.70904523,1
12920,train,0.5717933,1
12923,train,0.64877003,1
12926,train,0.5568038,0
12930,train,0.46374312,1
12931,train,0.35323152,1
12934,train,0.5564437,1
12943,train,0.5284305,1
12946,train,0.5160237,0
12948,train,0.67362857,0
12954,train,0.39122388,1
12955,train,0.9627954,1
12957,train,0.47192279,1
12958,train,0.38014185,0
12966,train,0.52168053,0
12970,train,0.40224665,1
12971,train,0.22677414,1
12973,train,0.35796982,1
12975,train,0.20555612,1
12977,train,0.91930044,0
12978,train,0.40874627,1
12979,train,0.3016291,1
12984,train,0.53061503,1
12987,train,0.69266784,1
12989,train,0.31479177,1
12994,train,0.5117504,1
12995,train,0.5927316,0
12997,train,0.52878237,1
12999,train,0.48322567,1
13004,train,0.508131,1
13005,train,0.4357537,1
13006,train,0.22261424,1
13010,train,0.23296294,1
13013,train,0.4944928,0
13015,train,0.7558506,0
13017,train,0.44044375,1
13020,train,0.7908988,1
13024,train,0.8420379,0
13025,train,0.4114764,1
13027,train,0.66969365,0
13028,train,0.39044094,1
13029,train,0.91210157,0
13030,train,0.53289485,0
13034,train,0.53121436,0
13036,train,0.36190808,1
13037,train,0.12474236,1
13038,train,0.5300147,1
13039,train,0.17310198,1
13043,train,0.60770845,0
13044,train,0.40147403,1
13051,train,0.39032242,1
13053,train,0.70696986,0
13058,train,0.6308038,1
13061,train,0.5614858,1
13063,train,0.5774444,0
13071,train,0.43019503,0
13073,train,0.64685845,1
13076,train,0.5598409,1
13077,train,0.5147712,1
13078,train,0.70705855,0
13083,train,0.35807002,1
13085,train,0.81420124,0
13087,train,0.5292191,1
13089,train,0.75392157,0
13091,train,0.30593845,1
13094,train,0.48451275,1
13096,train,0.5154208,1
13099,train,0.47875935,1
13103,train,0.6898862,0
13105,train,0.3011571,1
13106,train,0.16498205,1
13107,train,0.5220572,1
13109,train,0.7668369,0
13115,train,0.63564026,0
13117,train,0.548553,1
13118,train,0.7130323,0
13120,train,0.21379502,1
13122,train,0.71177584,0
13125,train,0.8897048,0
13126,train,0.2958899,1
13128,train,0.67452765,1
13135,train,0.79725564,0
13137,train,0.29883462,1
13149,train,0.31440553,1
13150,train,0.617103,1
13154,train,0.53365535,1
13155,train,0.74379647,0
13158,train,0.5364681,1
13159,train,0.37286943,1
13161,train,0.48711044,1
13166,train,0.21762569,1
13169,train,0.31492344,1
13171,train,0.4727814,1
13173,train,0.48429504,1
13176,train,0.7930038,0
13177,train,0.17106798,1
13181,train,0.37066823,1
13182,train,0.9712803,0
13183,train,0.71345526,0
13185,train,0.5337869,1
13191,train,0.6102627,0
13192,train,0.47483587,0
13193,train,0.28467804,1
13200,train,0.6206793,1
13202,train,0.25673062,1
13203,train,0.534236,1
13208,train,0.3427425,1
13210,train,0.2622173,1
13211,train,0.3116909,0
13213,train,0.526572,0
13219,train,0.70923233,0
13222,train,0.693377,0
13227,train,0.74695647,0
13229,train,0.3536017,1
13232,train,0.68519735,0
13234,train,0.5605626,0
13236,train,0.6704323,0
13240,train,0.45352682,1
13241,train,0.73439175,1
13244,train,0.3098567,1
13245,train,0.7634948,0
13246,train,0.44204637,1
13247,train,0.5491888,0
13248,train,0.7145986,0
13251,train,0.28986424,1
13263,train,0.36066127,1
13264,train,0.361361,1
13265,train,0.20231982,1
13270,train,0.5136671,0
13272,train,0.43422687,0
13273,train,0.47268373,1
13274,train,0.30538946,1
13277,train,0.4646708,0
13278,train,0.599536,1
13279,train,0.93526417,0
13286,train,0.5184975,0
13290,train,0.27212828,1
13291,train,0.32341233,1
13292,train,0.6286734,0
13295,train,0.5940867,1
13301,train,0.6575643,0
13309,train,0.32209504,1
13314,train,0.45160738,0
13322,train,0.68323416,0
13323,train,0.65920246,0
13327,train,0.5116239,0
13330,train,0.2425855,1
13331,train,0.7288995,1
13332,train,0.6752264,0
13336,train,0.86534345,0
13345,train,0.7381753,0
13349,train,0.49893814,1
13350,train,0.17452352,1
13355,train,0.90117043,0
13356,train,0.27559215,0
13359,train,0.62634104,0
13360,train,0.5199298,1
13361,train,0.9295037,0
13362,train,0.25641707,1
13363,train,0.6033027,0
13364,train,0.7920573,0
13366,train,0.34834948,1
13375,train,0.45134044,1
13376,train,0.38600177,1
13378,train,0.88162565,1
13383,train,0.422974,0
13384,train,0.38860637,1
13386,train,0.64978987,0
13392,train,0.5887251,0
13393,train,0.38775125,1
13394,train,0.8527589,0
13395,train,0.94854385,0
13397,train,0.80116063,0
13398,train,0.6895201,0
13400,train,0.43665913,1
13401,train,0.32772657,1
13404,train,0.45522404,1
13405,train,0.6359758,0
13406,train,0.19625586,1
13410,train,0.15425211,1
13415,train,0.62159765,0
13418,train,0.49629548,1
13422,train,0.6259313,1
13425,train,0.5104895,0
13432,train,0.7050884,0
13433,train,0.6705876,0
13434,train,0.80908096,0
13439,train,0.44284353,1
13445,train,0.4492051,0
13446,train,0.7183237,0
13449,train,0.4796541,0
13450,train,0.4578238,1
13451,train,0.8043707,1
13454,train,0.59949553,1
13456,train,0.47467285,1
13458,train,0.42805135,1
13464,train,0.5932854,0
13467,train,0.687908,0
13468,train,0.25494945,1
13469,train,0.40817475,1
13470,train,0.5494108,0
13471,train,0.3119107,0
13473,train,0.85441494,0
13478,train,0.6526572,0
13482,train,0.62456495,0
13483,train,0.69033396,1
13485,train,0.54031396,1
13487,train,0.8884974,0
13489,train,0.5277476,1
13492,train,0.49817157,1
13497,train,0.5428331,1
13498,train,0.33806854,1
13500,train,0.45678648,1
13502,train,0.79858905,0
13504,train,0.6027712,0
13508,train,0.286748,1
13513,train,0.44138023,1
13516,train,0.55199957,1
13517,train,0.55181766,1
13518,train,0.7201444,1
13522,train,0.8907804,0
13527,train,0.6541531,1
13529,train,0.3050807,1
13532,train,0.6585294,0
13533,train,0.80487776,0
13534,train,0.713412,0
13537,train,0.7497996,1
13540,train,0.39036804,1
13543,train,0.17256808,1
13544,train,0.5262079,0
13546,train,0.63118964,0
13547,train,0.54168326,0
13548,train,0.18682507,1
13564,train,0.4398467,1
13567,train,0.60791075,1
13571,train,0.7009407,1
13572,train,0.82013834,0
13576,train,0.41130424,1
13577,train,0.714732,0
13589,train,0.38835016,1
13590,train,0.37276635,1
13592,train,0.5201599,1
13593,train,0.49051005,1
13594,train,0.26677832,1
13595,train,0.584889,1
13598,train,0.7605187,0
13599,train,0.6763178,0
13600,train,0.4414613,1
13601,train,0.47129247,0
13603,train,0.76495904,0
13604,train,0.3189418,1
13607,train,0.7663803,1
13611,train,0.09290512,1
13614,train,0.59391093,1
13617,train,0.76812446,0
13620,train,0.59316236,0
13621,train,0.39876375,1
13622,train,0.25089797,1
13629,train,0.5422407,0
13633,train,0.76392066,0
13634,train,0.30676207,1
13637,train,0.29080757,1
13638,train,0.14544617,1
13643,train,0.53246844,0
13648,train,0.40513027,1
13649,train,0.55450845,1
13657,train,0.45286617,0
13658,train,0.3874918,1
13659,train,0.5149219,1
13661,train,0.3729274,1
13666,train,0.53383094,0
13668,train,0.3041048,1
13671,train,0.6537603,0
13672,train,0.58773315,0
13673,train,0.7388125,0
13675,train,0.30923223,1
13684,train,0.65347165,1
13696,train,0.7370785,0
13697,train,0.5749716,0
13705,train,0.2713532,1
13706,train,0.5185183,0
13707,train,0.36347184,1
13709,train,0.36367986,0
13710,train,0.8360956,0
13716,train,0.5977844,0
13717,train,0.74046963,0
13720,train,0.64235485,1
13721,train,0.8888517,0
13722,train,0.47654969,1
13724,train,0.37053347,1
13725,train,0.7008175,1
13728,train,0.6234934,0
13732,train,0.13544595,1
13733,train,0.6594222,0
13734,train,0.5118397,1
13735,train,0.6932144,0
13736,train,0.7062415,1
13737,train,0.4442974,0
13743,train,0.6063945,1
13746,train,0.2948579,1
13748,train,0.3670593,1
13750,train,0.46443892,0
13752,train,0.5644871,1
13753,train,0.33405554,1
13762,train,0.7578504,0
13765,train,0.41639704,1
13766,train,0.58110934,0
13768,train,0.68689346,0
13769,train,0.45331088,1
13770,train,0.24716486,1
13771,train,0.30665183,1
13776,train,0.49898684,1
13778,train,0.47144946,0
13780,train,0.29895696,1
13782,train,0.80751234,1
13784,train,0.31408656,1
13789,train,0.31969497,1
13790,train,0.30433267,1
13791,train,0.81178075,1
13795,train,0.30953595,1
13797,train,0.14509532,1
13799,train,0.65553415,1
13803,train,0.50876546,1
13805,train,0.49617863,1
13811,train,0.59868026,1
13815,train,0.96168953,0
13817,train,0.2596109,1
13818,train,0.39172015,1
13819,train,0.5369902,1
13820,train,0.59923035,0
13823,train,0.7597902,1
13824,train,0.6068127,1
13825,train,0.6825432,0
13827,train,0.44076592,1
13832,train,0.6049055,1
13840,train,0.9462956,0
13841,train,0.7969678,0
13842,train,0.60723114,0
13848,train,0.59834594,1
13850,train,0.3686786,1
13851,train,0.23175275,1
13852,train,0.46708432,1
13861,train,0.26352233,1
13864,train,0.48727825,0
13865,train,0.8934335,1
13867,train,0.7080709,0
13868,train,0.6744905,1
13869,train,0.39158982,0
13870,train,0.14822224,1
13871,train,0.629288,0
13874,train,0.46766365,1
13875,train,0.47619358,1
13877,train,0.6016107,0
13881,train,0.46883214,1
13882,train,0.5899871,0
13884,train,0.3221471,1
13887,train,0.6149157,1
13888,train,0.7141551,0
13889,train,0.6260687,0
13894,train,0.51938033,1
13897,train,0.62911177,0
13904,train,0.7747654,0
13906,train,0.6439864,0
13909,train,0.52171034,1
13910,train,0.5561859,1
13911,train,0.39295363,1
13914,train,0.59918535,0
13915,train,0.8036023,0
13916,train,0.18412958,1
13917,train,0.70830417,1
13918,train,0.5945828,1
13919,train,0.088733904,1
13921,train,0.4223241,1
13923,train,0.3585326,1
13926,train,0.6407212,1
13927,train,0.8879257,0
13930,train,0.36168244,1
13931,train,0.27379352,1
13932,train,0.26480773,1
13937,train,0.57040703,1
13938,train,0.7689062,0
13943,train,0.6427362,0
13945,train,0.11648807,1
13946,train,0.31271318,1
13948,train,0.60007286,1
13952,train,0.12585542,1
13954,train,0.8996768,0
13955,train,0.72828215,0
13956,train,0.35309815,1
13958,train,0.64798045,1
13959,train,0.49885017,1
13961,train,0.62089676,0
13963,train,0.56089413,1
13965,train,0.6373604,0
13976,train,0.25133696,1
13979,train,0.2605082,1
13984,train,0.22632569,1
13985,train,0.3780934,1
13986,train,0.43640298,1
13988,train,0.79330474,0
13990,train,0.60410535,1
13992,train,0.34095028,1
13995,train,0.45313963,1
13997,train,0.29073,1
14000,train,0.79653937,0
14001,train,0.46451196,1
14008,train,0.7883199,0
14009,train,0.9480052,0
14010,train,0.4978271,1
14011,train,0.59967417,1
14014,train,0.5239613,1
14018,train,0.09676721,1
14020,train,0.34473157,0
14024,train,0.50623846,1
14026,train,0.53709084,0
14030,train,0.42311442,1
14031,train,0.6022604,1
14032,train,0.5651394,1
14033,train,0.53655267,1
14034,train,0.8506363,0
14036,train,0.75029314,0
14037,train,0.5166492,1
14039,train,0.89539933,0
14040,train,0.6202163,1
14041,train,0.70196253,0
14042,train,0.7080811,1
14045,train,0.15926465,1
14049,train,0.5809764,1
14052,train,0.42815349,0
14055,train,0.7375826,1
14057,train,0.23167554,1
14059,train,0.46315482,1
14072,train,0.81045467,0
14073,train,0.2765705,1
14074,train,0.5833343,0
14076,train,0.3489242,1
14079,train,0.32571024,1
14080,train,0.47260886,1
14084,train,0.58572596,1
14090,train,0.7923276,0
14091,train,0.30661845,1
14096,train,0.52437925,1
14099,train,0.62418574,0
14102,train,0.7015679,0
14103,train,0.7635535,1
14104,train,0.49349654,0
14110,train,0.69768554,1
14111,train,0.6770944,1
14117,train,0.4444711,1
14118,train,0.7645143,0
14119,train,0.4850237,1
14120,train,0.23679185,1
14125,train,0.45861167,1
14126,train,0.8117758,0
14129,train,0.54930204,0
14130,train,0.69871145,1
14131,train,0.18623802,1
14134,train,0.60771453,1
14136,train,0.5827323,0
14137,train,0.22978681,1
14138,train,0.3556968,0
14143,train,0.3707328,1
14144,train,0.3129773,1
14151,train,0.693052,0
14153,train,0.813884,0
14154,train,0.6868705,0
14156,train,0.66049564,0
14159,train,0.76570666,0
14161,train,0.1956988,1
14162,train,0.5291101,1
14163,train,0.83963525,0
14167,train,0.3520931,1
14169,train,0.5252505,1
14171,train,0.47408247,1
14172,train,0.47824028,1
14173,train,0.63473386,0
14177,train,0.71983415,0
14179,train,0.5285323,1
14180,train,0.23313044,1
14190,train,0.3259978,0
14191,train,0.3496757,1
14192,train,0.17859033,1
14194,train,0.28834277,1
14197,train,0.7200624,0
14204,train,0.47062314,0
14205,train,0.8035403,0
14207,train,0.4689231,1
14208,train,0.40203974,0
14209,train,0.49034065,0
14210,train,0.6045276,0
14211,train,0.62321126,1
14213,train,0.75209653,0
14214,train,0.69176674,1
14216,train,0.42982832,1
14217,train,0.16347027,1
14218,train,0.75419074,0
14219,train,0.34612143,1
14220,train,0.842864,0
14228,train,0.4218098,1
14229,train,0.5020701,1
14235,train,0.32396978,1
14237,train,0.53241307,0
14242,train,0.60872835,0
14248,train,0.5526991,1
14249,train,0.754768,0
14252,train,0.2896035,1
14255,train,0.19387646,1
14262,train,0.16011085,1
14269,train,0.58532584,0
14270,train,0.7084226,0
14272,train,0.35132948,1
14275,train,0.54253244,1
14276,train,0.6444387,1
14279,train,0.5861988,1
14281,train,0.19329993,1
14284,train,0.14927736,1
14288,train,0.10332399,1
14297,train,0.475028,0
14298,train,0.48863518,1
14299,train,0.33948246,1
14300,train,0.59184396,0
14305,train,0.52557516,1
14307,train,0.37308195,1
14308,train,0.6044885,1
14309,train,0.7473324,1
14311,train,0.70041615,0
14314,train,0.16840413,1
14315,train,0.43839672,1
14317,train,0.52370304,1
14320,train,0.36524397,1
14323,train,0.25755084,1
14324,train,0.65110886,0
14327,train,0.23812883,1
14329,train,0.39140743,1
14331,train,0.27685896,1
