master_id,p_at_risk
7090,0.002677977
7091,0.010600805
7092,0.01349014
7097,0.9673017
7098,0.030281484
7099,0.9619213
7102,0.9863662
7103,0.022857964
7106,0.082841456
7111,0.030940413
7112,0.94722676
7113,0.016498923
7114,0.9899153
7115,0.95590526
7118,0.084391296
7121,0.95920795
7122,0.83621204
7124,0.15062332
7129,0.75222015
7130,0.032210052
7132,0.007704735
7135,0.19701844
7141,0.9643127
7142,0.9899071
7144,0.0051046014
7145,0.008603156
7148,0.97092044
7149,0.009963512
7150,0.018679857
7151,0.95863867
7152,0.00530833
7153,0.0049761534
7155,0.8750591
7157,0.111584425
7159,0.97146565
7160,0.9882551
7161,0.26513845
7162,0.0067387223
7163,0.0053429604
7165,0.17668778
7166,0.9488515
7168,0.0038567185
7169,0.009099364
7170,0.031344473
7171,0.0043893456
7172,0.006801963
7173,0.9717147
7174,0.004273057
7175,0.0051473975
7178,0.018065453
7181,0.03360778
7182,0.023595572
7183,0.003978908
7184,0.19210732
7185,0.004978657
7187,0.01735437
7189,0.95380217
7190,0.006977737
7191,0.23584569
7194,0.017059624
7195,0.0148870945
7196,0.004085362
7199,0.0035359263
7200,0.53854966
7203,0.009212434
7204,0.35077155
7207,0.9639101
7208,0.9697881
7209,0.011274278
7211,0.9559899
7216,0.020581722
7217,0.95443225
7218,0.016047537
7221,0.92245096
7222,0.009845793
7223,0.9110745
7224,0.0048761964
7225,0.82096314
7228,0.008325398
7229,0.07707465
7230,0.13196325
7231,0.7488971
7232,0.009383142
7234,0.038583934
7235,0.95361817
7236,0.99067104
7238,0.07502097
7243,0.96112597
7244,0.9822447
7245,0.980869
7247,0.22850108
7249,0.9673695
7250,0.9579798
7252,0.9641603
7253,0.008649826
7254,0.026455998
7255,0.9893861
7256,0.96443546
7257,0.9547727
7258,0.90340704
7259,0.009452522
7260,0.9859721
7262,0.9695363
7263,0.9799146
7264,0.97180057
7266,0.9693766
7267,0.8666076
7269,0.9611691
7271,0.97411776
7272,0.012756944
7274,0.97131646
7276,0.014743924
7277,0.98055834
7278,0.97750556
7279,0.050921142
7280,0.0043337345
7281,0.0087714195
7282,0.95800847
7283,0.5361136
7285,0.95192564
7286,0.0068643093
7287,0.047701716
7289,0.154903
7290,0.014553666
7291,0.5305686
7293,0.964849
7294,0.023926973
7296,0.05057788
7299,0.9541123
7300,0.07011032
7304,0.94186074
7306,0.96007353
7307,0.9903578
7308,0.039684117
7309,0.9668569
7310,0.9703577
7311,0.916386
7312,0.9733839
7313,0.9679198
7314,0.009124875
7317,0.03153473
7318,0.9717571
7320,0.98828447
7321,0.960262
7322,0.9395272
7323,0.9546788
7324,0.017136633
7325,0.9902479
7326,0.96309155
7327,0.96330583
7328,0.006814122
7329,0.95712495
7330,0.9692049
7331,0.019600153
7332,0.97256666
7334,0.76058173
7335,0.94838446
7337,0.9696905
7338,0.9875818
7340,0.9739725
7341,0.96602875
7342,0.8530414
7343,0.016118288
7345,0.44231957
7346,0.01584047
7347,0.9890012
7349,0.016708195
7350,0.8724654
7351,0.035377145
7352,0.005164385
7354,0.9706619
7355,0.006123483
7356,0.0054858923
7357,0.003926158
7359,0.7315262
7361,0.036871016
7362,0.018198848
7363,0.97553575
7364,0.9636326
7365,0.9613244
7366,0.034426033
7367,0.9891587
7368,0.97574526
7370,0.015395343
7371,0.028247237
7372,0.9665519
7373,0.010372281
7374,0.042678535
7375,0.035408676
7376,0.008266807
7377,0.042379737
7378,0.08442521
7379,0.026254058
7380,0.004373908
7381,0.7427161
7382,0.00918448
7383,0.97439295
7386,0.97191113
7388,0.016318023
7390,0.3071438
7393,0.96299136
7394,0.0052414536
7395,0.94885665
7396,0.98284763
7397,0.01218605
7398,0.031235218
7399,0.98917425
7400,0.20151478
7401,0.008325756
7402,0.9890196
7403,0.017348826
7404,0.0054258704
7406,0.97721183
7412,0.9725615
7415,0.9619433
7416,0.9469509
7417,0.5736339
7418,0.006378114
7420,0.9640242
7424,0.91378987
7425,0.009987354
7426,0.2070418
7428,0.013343275
7430,0.0123153925
7431,0.97021013
7433,0.97345567
7434,0.010256469
7435,0.98777723
7436,0.00830102
7437,0.90930176
7438,0.018637538
7439,0.08394176
7440,0.00661546
7442,0.0050969124
7443,0.9471382
7444,0.94782376
7445,0.015516937
7448,0.008344054
7449,0.07231778
7450,0.05052477
7451,0.97542137
7452,0.9545459
7453,0.06706625
7454,0.9662605
7456,0.9784614
7458,0.96609896
7459,0.010809183
7461,0.9656608
7462,0.96344286
7463,0.95215034
7464,0.051282346
7465,0.04719484
7466,0.951415
7467,0.8974739
7468,0.029759884
7469,0.9665087
7473,0.96333516
7474,0.96220434
7475,0.94778365
7476,0.96021026
7477,0.008524179
7478,0.020491362
7479,0.9862959
7482,0.961771
7485,0.9521118
7486,0.18905783
7487,0.0342443
7488,0.9430824
7489,0.57893765
7490,0.15286201
7492,0.021109939
7493,0.014411628
7494,0.99270767
7496,0.96873546
7498,0.0041804314
7499,0.08512616
7501,0.67318445
7502,0.9543093
7503,0.0054801106
7504,0.01457417
7505,0.97147906
7506,0.9603341
7507,0.26622164
7508,0.9654978
7509,0.014199853
7510,0.0044330955
7511,0.95567846
7512,0.08354479
7515,0.01671058
7516,0.95726645
7517,0.28346986
7518,0.9700656
7519,0.9757756
7523,0.9632509
7528,0.12170029
7529,0.9740525
7531,0.96408826
7532,0.96533173
7537,0.0064056516
7538,0.020746112
7539,0.06988877
7540,0.9653473
7541,0.98750526
7542,0.91814303
7543,0.03250581
7544,0.00641191
7545,0.0049037337
7547,0.9518843
7548,0.005107522
7549,0.95909977
7551,0.9637603
7552,0.053150415
7554,0.4162085
7555,0.008602977
7556,0.21251208
7557,0.9911294
7558,0.24581045
7560,0.92677784
7561,0.95821106
7562,0.043186784
7563,0.9645606
7564,0.9475046
7567,0.16631156
7568,0.96561974
7569,0.008412182
7571,0.9624622
7573,0.9775988
7574,0.9551482
7576,0.014318943
7577,0.01026088
7578,0.9839841
7579,0.015178144
7580,0.017115593
7582,0.9151493
7583,0.004646063
7585,0.005914569
7587,0.0059277415
7588,0.0086477995
7589,0.82186526
7590,0.9559311
7591,0.01011163
7592,0.053960085
7593,0.96012974
7594,0.9655018
7595,0.06945759
7596,0.9709908
7597,0.97909284
7600,0.021741211
7602,0.9892097
7603,0.97777146
7604,0.9367476
7605,0.0046893954
7606,0.03865421
7608,0.96813893
7610,0.9673041
7611,0.96513087
7612,0.0045466423
7613,0.035265684
7615,0.9234947
7616,0.013157904
7621,0.90096116
7622,0.96939695
7625,0.05312717
7626,0.7019573
7627,0.01758176
7628,0.9480268
7631,0.007881939
7632,0.14258677
7633,0.9550619
7635,0.8543623
7636,0.018815637
7638,0.9576521
7639,0.013557911
7640,0.96049803
7641,0.9801598
7642,0.7299627
7644,0.8918799
7645,0.89516574
7646,0.93887377
7647,0.37474495
7649,0.9696319
7650,0.07284367
7651,0.91486776
7652,0.017085731
7654,0.0062339306
7655,0.9725367
7656,0.9749504
7660,0.9822923
7661,0.9712488
7664,0.9723062
7665,0.9629414
7667,0.009718299
7668,0.9772221
7671,0.8703216
7674,0.0828833
7675,0.9616683
7676,0.9580727
7677,0.026040375
7678,0.0054183602
7680,0.036467314
7681,0.03132087
7682,0.5764
7683,0.97286755
7686,0.9512753
7687,0.93484193
7688,0.0048937798
7689,0.508893
7691,0.97062504
7692,0.0054362416
7693,0.25294042
7695,0.94613856
7696,0.9613136
7697,0.96244466
7698,0.25421232
7700,0.03167802
7701,0.34534007
7703,0.9666406
7704,0.9530047
7705,0.96784914
7706,0.006514728
7707,0.97489804
7710,0.004091263
7711,0.8680776
7712,0.9806691
7713,0.085598886
7715,0.7003503
7717,0.03181237
7719,0.9564076
7722,0.0039731264
7724,0.9625298
7726,0.97511405
7729,0.015637755
7730,0.014594853
7731,0.05092168
7735,0.028161705
7737,0.09890634
7738,0.9609172
7739,0.007402301
7740,0.015581608
7741,0.0219388
7743,0.006809056
7744,0.17810369
7745,0.043083966
7746,0.96653235
7747,0.175924
7748,0.9744466
7749,0.9351141
7750,0.015422523
7751,0.98932004
7753,0.9578861
7754,0.020104527
7756,0.018666446
7757,0.96665025
7758,0.008428454
7759,0.9589956
7760,0.031897068
7763,0.16606009
7764,0.96305627
7766,0.96373886
7767,0.03223312
7768,0.9699922
7770,0.029617965
7772,0.9863564
7773,0.00907886
7774,0.012987077
7775,0.968176
7777,0.759371
7779,0.13640648
7780,0.95503885
7781,0.9865663
7782,0.015353203
7783,0.91414183
7784,0.18245345
7785,0.0063266754
7786,0.03092724
7787,0.8629218
7789,0.560187
7791,0.95899045
7792,0.0051127076
7794,0.042737186
7795,0.78774565
7798,0.0033527017
7802,0.30640274
7804,0.96705467
7805,0.9713597
7806,0.9696771
7807,0.98750347
7808,0.14785445
7809,0.008993566
7810,0.011823475
7811,0.96077764
7813,0.019308686
7814,0.9668359
7815,0.37622625
7817,0.014578342
7819,0.09885377
7820,0.016174138
7821,0.008919895
7823,0.042424202
7825,0.9678731
7828,0.005124986
7829,0.90261394
7830,0.9622411
7831,0.0087224245
7832,0.95989645
7833,0.51589346
7834,0.98762804
7836,0.9813255
7837,0.9042533
7838,0.82401544
7839,0.96336985
7840,0.9529057
7841,0.013416231
7844,0.0064626336
7846,0.0066949725
7847,0.023382306
7849,0.9833234
7850,0.03610128
7851,0.9574465
7853,0.9584145
7854,0.0055980086
7855,0.024821341
7856,0.95961386
7857,0.014591992
7859,0.9648478
7860,0.9593733
7861,0.07778549
7862,0.9555264
7863,0.015215516
7864,0.9563287
7865,0.9722196
7867,0.9643283
7868,0.016548634
7869,0.031763792
7870,0.03851241
7872,0.96810746
7873,0.05855292
7874,0.0089764595
7876,0.032574236
7878,0.03206432
7879,0.9193883
7880,0.9662959
7882,0.9628663
7883,0.96113473
7884,0.96045405
7885,0.9776294
7888,0.9519304
7889,0.018614113
7892,0.017362297
7893,0.009572387
7894,0.9727134
7897,0.0061543584
7899,0.96965736
7900,0.019565523
7901,0.96462965
7902,0.013237655
7904,0.009226024
7905,0.9691304
7906,0.005463183
7907,0.9711259
7909,0.29364812
7910,0.012440503
7915,0.037314117
7916,0.9671512
7917,0.0036168098
7919,0.22958022
7920,0.010461926
7922,0.14894712
7927,0.029178977
7928,0.9702783
7929,0.019084692
7930,0.14430434
7932,0.020063281
7934,0.9635998
7935,0.005168438
7936,0.18273062
7938,0.014441013
7939,0.98247916
7941,0.0066608787
7942,0.9900828
7943,0.0048476458
7944,0.057703316
7945,0.030118167
7946,0.0030691028
7947,0.02080661
7948,0.963702
7950,0.020647585
7951,0.2114231
7952,0.022890866
7953,0.4070952
7954,0.014441967
7955,0.006453097
7956,0.0063533783
7959,0.03577292
7961,0.0042285323
7963,0.00715667
7965,0.97851753
7966,0.96845764
7967,0.014031768
7968,0.030487955
7969,0.13095152
7970,0.015905559
7971,0.01628548
7972,0.11613381
7973,0.0060721636
7974,0.028115213
7975,0.02328223
7976,0.90790236
7977,0.96674675
7980,0.007911086
7982,0.9629114
7983,0.95916474
7984,0.0060371757
7985,0.9562178
7987,0.18448901
7988,0.9723428
7989,0.9586676
7990,0.100010455
7991,0.9535035
7994,0.96121716
7997,0.0072883368
7999,0.9564117
8000,0.0049791336
8004,0.95888394
8005,0.008366346
8007,0.008184254
8009,0.008592963
8011,0.9731262
8012,0.007475674
8014,0.007653475
8015,0.013417184
8016,0.02386731
8017,0.96304387
8018,0.9645564
8019,0.17210752
8020,0.012829244
8021,0.9703982
8022,0.971707
8023,0.0140936375
8024,0.95487297
8025,0.007741511
8029,0.93978566
8030,0.015272975
8033,0.6271374
8034,0.0054829717
8035,0.011446476
8036,0.016037822
8037,0.010673761
8041,0.020940542
8042,0.010852218
8044,0.89199173
8046,0.019934595
8048,0.9675707
8049,0.020162523
8050,0.005875528
8051,0.02882868
8052,0.03159958
8055,0.902081
8056,0.017360568
8057,0.97211623
8058,0.0041003823
8059,0.01544404
8061,0.012776256
8065,0.95891505
8067,0.95723
8068,0.9894801
8069,0.00416553
8070,0.0048069954
8072,0.9684121
8073,0.9666795
8074,0.011527479
8075,0.9344461
8077,0.96152204
8079,0.9638411
8080,0.9141218
8081,0.0080782175
8082,0.0050951242
8083,0.05172366
8085,0.02066058
8086,0.008624494
8088,0.9710999
8089,0.043761373
8090,0.011825204
8094,0.0068162084
8095,0.012021065
8097,0.016462147
8098,0.06013155
8099,0.005156994
8101,0.010274112
8102,0.9414734
8104,0.006247103
8105,0.9607414
8107,0.005752802
8108,0.9575362
8109,0.028924882
8110,0.0040295124
8111,0.96889436
8113,0.9749033
8119,0.97191
8120,0.0045312643
8121,0.037043452
8122,0.9881392
8125,0.01180923
8127,0.075915396
8129,0.025198698
8130,0.008802354
8131,0.9672563
8132,0.49535638
8133,0.9635453
8135,0.08035934
8136,0.92162776
8139,0.011721373
8140,0.679678
8141,0.95408547
8145,0.7187685
8147,0.96160305
8148,0.007358134
8149,0.0058149695
8151,0.94131273
8152,0.006901562
8154,0.030666947
8156,0.0044953227
8157,0.010408223
8158,0.0070548654
8160,0.05754459
8161,0.032833636
8162,0.009070456
8164,0.024965465
8165,0.8854778
8167,0.0068703294
8168,0.9927199
8170,0.032874465
8171,0.009562075
8174,0.0058262944
8175,0.0065039396
8177,0.96248555
8178,0.0051017404
8180,0.03797996
8182,0.71476734
8183,0.04431176
8186,0.15421128
8187,0.9640195
8189,0.00442791
8191,0.021925092
8193,0.023142993
8196,0.008054912
8197,0.011694312
8198,0.007225156
8199,0.0036934614
8200,0.92817235
8201,0.048481584
8202,0.23640174
8204,0.013489664
8206,0.9675935
8207,0.08594912
8209,0.017139435
8212,0.031790257
8213,0.9485276
8215,0.031049013
8216,0.9626735
8217,0.5372428
8219,0.95792747
8220,0.19051194
8223,0.9398666
8224,0.9710294
8225,0.961218
8226,0.004895687
8227,0.007542014
8228,0.9687119
8229,0.008012295
8230,0.75033545
8231,0.96410424
8232,0.9097237
8233,0.0077629685
8235,0.96259516
8236,0.008659065
8238,0.014310062
8239,0.96978205
8241,0.0034020543
8242,0.9664933
8244,0.013011456
8245,0.011326373
8246,0.017662406
8247,0.006813526
8248,0.024949372
8249,0.0070976615
8250,0.96441483
8251,0.030950606
8252,0.012312233
8253,0.008990407
8254,0.010369003
8256,0.013741732
8257,0.004230857
8258,0.076577604
8259,0.94938195
8262,0.96922135
8263,0.023759842
8264,0.010566652
8266,0.006714821
8267,0.0053165555
8269,0.952664
8270,0.016165018
8271,0.06252706
8272,0.017444849
8273,0.9580273
8274,0.005485177
8275,0.05616653
8276,0.08239013
8277,0.0329746
8278,0.95524806
8280,0.027519524
8282,0.9703947
8285,0.013712943
8286,0.9682823
8288,0.0042752028
8291,0.9653548
8293,0.04767835
8294,0.15911871
8295,0.0053827167
8297,0.014815807
8304,0.9510182
8305,0.97056365
8306,0.031189442
8308,0.004768908
8310,0.0038647652
8312,0.97805953
8313,0.006024778
8314,0.9465531
8315,0.01837486
8317,0.020939708
8320,0.9749057
8321,0.9564466
8322,0.9657766
8323,0.93305874
8324,0.9662716
8327,0.004225552
8330,0.004281938
8331,0.03423196
8333,0.0059034824
8334,0.9564968
8335,0.9797524
8336,0.017291844
8337,0.95476234
8338,0.015048742
8340,0.9657368
8343,0.9584645
8346,0.011230946
8347,0.00736928
8348,0.9725903
8349,0.008368909
8350,0.01817453
8351,0.0062199235
8352,0.021534026
8353,0.006398022
8355,0.97331667
8357,0.025950909
8359,0.20891124
8360,0.005675137
8361,0.18121624
8366,0.01959145
8367,0.0064553022
8368,0.96559155
8370,0.12039262
8371,0.010792434
8372,0.033236504
8373,0.036750555
8374,0.03482479
8375,0.007925034
8377,0.0075728297
8378,0.005308211
8379,0.01410079
8381,0.9722281
8382,0.0071802735
8384,0.973485
8386,0.0076034665
8387,0.023475766
8391,0.023970902
8393,0.0034008622
8398,0.0038843155
8400,0.0060777664
8402,0.005847633
8403,0.004628837
8404,0.0032293797
8405,0.0072429776
8406,0.0101649165
8410,0.029219568
8411,0.0045335293
8412,0.004330516
8413,0.012025714
8414,0.008656979
8415,0.12188667
8416,0.95209324
8419,0.008312881
8420,0.0043368936
8421,0.97042334
8422,0.96019214
8427,0.9621724
8428,0.03256607
8430,0.9592303
8432,0.9717107
8434,0.029881477
8436,0.004577458
8437,0.009288251
8439,0.09134209
8441,0.7034224
8442,0.9888313
8443,0.060890377
8444,0.023675919
8445,0.0045107007
8446,0.970621
8448,0.33015454
8449,0.9712542
8450,0.9597601
8451,0.032708883
8452,0.9549316
8454,0.18142563
8455,0.922673
8456,0.010459244
8461,0.008785605
8462,0.00677979
8463,0.00622648
8465,0.0036534667
8468,0.9718955
8470,0.030135512
8471,0.024742544
8472,0.9562924
8473,0.01685661
8474,0.007900178
8475,0.043748617
8478,0.0077041388
8479,0.008582115
8481,0.023081124
8482,0.005101621
8483,0.013905406
8484,0.039620697
8487,0.9636971
8488,0.00815022
8490,0.07275432
8491,0.007024169
8492,0.14679563
8494,0.04735142
8495,0.008898258
8496,0.004334271
8498,0.0060391426
8499,0.9579653
8500,0.95791024
8501,0.03507012
8502,0.00858444
8504,0.97215956
8505,0.0044739842
8507,0.31025565
8509,0.86830974
8510,0.96079105
8511,0.0050940514
8512,0.010442436
8513,0.87165964
8514,0.02945441
8517,0.045383096
8518,0.014546692
8519,0.9352772
8520,0.9669349
8521,0.0139273405
8522,0.96871054
8524,0.9696017
8525,0.009903431
8526,0.048861146
8527,0.96278596
8528,0.033786774
8531,0.97410214
8532,0.9903937
8533,0.0061441064
8534,0.008840978
8535,0.96625024
8536,0.97017336
8537,0.012294471
8538,0.94205993
8539,0.009276092
8540,0.009961486
8542,0.043505788
8543,0.010785997
8544,0.011624694
8545,0.015647471
8546,0.95909834
8549,0.9719619
8550,0.005074978
8552,0.09812659
8554,0.8429761
8557,0.9652546
8559,0.014570475
8561,0.0053470135
8564,0.0052161813
8565,0.030703068
8566,0.030371845
8567,0.121655405
8569,0.9847814
8574,0.022988737
8575,0.9656493
8576,0.018738747
8578,0.96066713
8580,0.08019298
8581,0.008066833
8582,0.01013267
8583,0.01648432
8585,0.0043857098
8586,0.7841425
8588,0.0074757934
8589,0.049265742
8591,0.013451159
8592,0.004419148
8593,0.9314348
8594,0.9390319
8595,0.0041760206
8598,0.86230433
8600,0.008199275
8601,0.007835031
8602,0.967264
8603,0.019399822
8604,0.013768733
8606,0.9585271
8609,0.011028111
8610,0.0046262145
8612,0.98997974
8613,0.96138644
8614,0.0064631104
8615,0.9559664
8618,0.0042027235
8619,0.96230596
8620,0.0029982924
8621,0.019869804
8623,0.97704285
8624,0.97540444
8626,0.0038617253
8627,0.0064109564
8628,0.9881168
8630,0.06300062
8631,0.9638708
8632,0.9629339
8633,0.010887206
8634,0.7838015
8636,0.02106452
8637,0.8816689
8639,0.95832586
8640,0.0050485134
8642,0.0032702684
8643,0.0073518753
8644,0.009260774
8645,0.9672547
8646,0.95094883
8649,0.023696661
8650,0.015770912
8652,0.039632082
8656,0.96440136
8657,0.01650238
8658,0.01909089
8660,0.01024884
8661,0.006941676
8662,0.0034014583
8663,0.018857002
8664,0.003923714
8665,0.96108216
8667,0.009336591
8668,0.0042428374
8670,0.01142925
8671,0.938263
8672,0.043134093
8673,0.007160306
8674,0.007749915
8676,0.9553062
8678,0.009009242
8681,0.08949977
8684,0.037594438
8685,0.014570117
8686,0.022510946
8687,0.013969421
8689,0.96489435
8690,0.00671649
8691,0.004642546
8692,0.9785423
8693,0.005117178
8696,0.02743864
8697,0.97166806
8701,0.974073
8702,0.016014516
8703,0.015649319
8705,0.009143233
8706,0.96574736
8707,0.8805072
8708,0.011778653
8710,0.008278668
8711,0.9619154
8713,0.9894643
8714,0.07279992
8715,0.028642654
8718,0.033679366
8719,0.020748496
8720,0.1069175
8722,0.012365282
8723,0.8650909
8724,0.15699738
8727,0.0035709739
8729,0.004229367
8732,0.9524182
8735,0.0054042935
8736,0.016139269
8737,0.97472686
8738,0.013799548
8739,0.007319689
8740,0.007813692
8741,0.9664837
8743,0.9697062
8744,0.03324437
8745,0.9613136
8747,0.0064168572
8750,0.01490289
8751,0.02293402
8752,0.0035654306
8753,0.9586736
8756,0.9624279
8757,0.038797557
8758,0.08580387
8759,0.010805488
8760,0.9891891
8763,0.020045757
8764,0.0061661005
8765,0.9647803
8766,0.9634921
8768,0.8611901
8769,0.03684944
8770,0.0053388476
8771,0.8523562
8773,0.009029388
8776,0.008537829
8778,0.008353174
8779,0.9708872
8780,0.986337
8781,0.027479231
8782,0.0070006847
8783,0.013407171
8784,0.00780499
8785,0.98307264
8786,0.96646553
8787,0.9601246
8788,0.008033752
8789,0.0044017434
8790,0.0041172504
8791,0.9641094
8794,0.029495716
8795,0.008205473
8796,0.0094925165
8797,0.004421532
8798,0.06372702
8799,0.0039530396
8800,0.006009221
8801,0.0039458275
8803,0.080377996
8805,0.062318027
8812,0.024396718
8813,0.01081574
8814,0.9725441
8815,0.9633815
8817,0.97692037
8819,0.95590806
8820,0.0054990053
8822,0.0150152445
8824,0.004398823
8825,0.004566729
8826,0.022848725
8828,0.006329179
8829,0.58282065
8831,0.05607307
8832,0.57208514
8833,0.006805539
8834,0.93312496
8835,0.019982815
8836,0.94108653
8837,0.008342862
8838,0.011890173
8840,0.8618853
8842,0.009577274
8843,0.009142101
8844,0.07274163
8846,0.038634717
8847,0.9634785
8848,0.07599604
8849,0.9329538
8851,0.33510238
8853,0.9652848
8855,0.0069754124
8856,0.03990513
8858,0.1461919
8862,0.9412852
8863,0.12344855
8864,0.06909865
8865,0.960187
8866,0.97618157
8867,0.96944004
8868,0.9686531
8870,0.946052
8874,0.006311834
8876,0.0061481
8877,0.005902767
8878,0.89282864
8881,0.05313033
8882,0.015969515
8883,0.0070151687
8884,0.95369446
8886,0.95711577
8887,0.0079472065
8888,0.005723536
8889,0.15353906
8890,0.010195017
8891,0.007829189
8892,0.003805995
8894,0.9634492
8896,0.22831696
8897,0.006847143
8898,0.00884378
8899,0.011468053
8900,0.9725964
8901,0.05805534
8904,0.009065568
8905,0.012288511
8906,0.96023786
8908,0.019608378
8913,0.007841468
8914,0.95692134
8915,0.0062016845
8916,0.022916138
8919,0.97559327
8920,0.9499138
8921,0.95295346
8922,0.007421434
8924,0.009558916
8928,0.0064641237
8929,0.0060111284
8930,0.0073909163
8931,0.0032539368
8932,0.012224436
8933,0.010771751
8934,0.103357375
8936,0.17361104
8939,0.901437
8940,0.009166896
8943,0.009633064
8944,0.01760739
8945,0.007974625
8946,0.013666451
8948,0.0127058625
8950,0.0035504103
8951,0.0041507483
8952,0.97970176
8953,0.046186328
8955,0.96836793
8958,0.97160023
8959,0.006153047
8964,0.9696111
8965,0.037905812
8966,0.9568321
8967,0.95745295
8969,0.9534747
8970,0.006145358
8973,0.0040664077
8974,0.9621618
8976,0.9630482
8977,0.9778177
8978,0.017356873
8979,0.9482423
8980,0.0055298805
8981,0.012331188
8984,0.0043790936
8987,0.9623373
8988,0.0050275326
8991,0.010796964
8992,0.0035377145
8994,0.007125497
8995,0.9733913
8996,0.004653871
8997,0.0039216876
8998,0.95572805
9000,0.010438025
9001,0.0034934878
9002,0.0060138702
9004,0.0038138032
9005,0.95184684
9006,0.0043572187
9007,0.012411416
9009,0.0065921545
9010,0.0829609
9012,0.9506981
9013,0.9560741
9014,0.0099641085
9015,0.08274281
9016,0.47843122
9017,0.9630773
9018,0.007596493
9019,0.011601269
9021,0.026999056
9025,0.059862852
9026,0.97348565
9027,0.013487816
9029,0.96614707
9030,0.018031418
9031,0.0056121945
9032,0.98616624
9033,0.8585118
9034,0.9694891
9036,0.964728
9037,0.95940864
9038,0.0068659782
9039,0.0077328086
9040,0.63043463
9041,0.01637131
9042,0.016456068
9043,0.97736156
9046,0.027787864
9047,0.9545626
9048,0.898032
9049,0.0066723824
9050,0.04717356
9051,0.0057427883
9052,0.005622685
9055,0.00871563
9056,0.98833597
9058,0.0065593123
9060,0.99010754
9061,0.008632243
9062,0.023984313
9063,0.9676823
9064,0.017916024
9065,0.018431365
9066,0.0074058175
9067,0.9453748
9068,0.9546738
9071,0.9771068
9072,0.0057616234
9073,0.9890719
9074,0.95711386
9076,0.006933689
9077,0.009708822
9078,0.0065975785
9080,0.0072832704
9084,0.9637855
9085,0.0049779415
9086,0.004399538
9087,0.00870955
9088,0.026535094
9091,0.4117638
9093,0.06568009
9094,0.9567753
9095,0.012895703
9098,0.9631916
9099,0.959849
9100,0.9029558
9101,0.092006266
9102,0.028534532
9104,0.0037881136
9105,0.012916207
9107,0.007544756
9109,0.96242636
9110,0.97403836
9111,0.970417
9112,0.9770673
9113,0.008587718
9115,0.005687237
9116,0.0052646995
9117,0.0040274262
9118,0.004522741
9119,0.005194247
9123,0.0031676888
9124,0.006155491
9128,0.0055574775
9129,0.003991246
9130,0.96504945
9131,0.0039330125
9132,0.003978789
9133,0.029783964
9135,0.2364412
9136,0.03876251
9138,0.9737912
9142,0.969332
9143,0.97358733
9144,0.08312756
9150,0.961975
9151,0.9550288
9152,0.98068607
9155,0.96197325
9157,0.9573112
9158,0.01265806
9160,0.030486047
9162,0.004979253
9164,0.026515663
9165,0.004301429
9167,0.023261726
9168,0.95792973
9170,0.004380405
9172,0.03755212
9173,0.9817008
9177,0.9568774
9180,0.9719192
9181,0.032916367
9183,0.9458645
9184,0.9487264
9185,0.95147026
9186,0.018657029
9189,0.17197555
9191,0.023345113
9194,0.008030593
9196,0.9559303
9197,0.4880178
9198,0.0050832033
9199,0.56957436
9201,0.95338774
9203,0.962752
9209,0.04870367
9210,0.007300675
9212,0.048920155
9213,0.005889952
9216,0.9560061
9217,0.9675177
9219,0.005974412
9221,0.010839164
9222,0.9673382
9223,0.9531928
9225,0.9880106
9226,0.026838541
9227,0.003731668
9229,0.6351625
9230,0.012678623
9231,0.0049461126
9232,0.9588784
9233,0.04908198
9236,0.9687802
9237,0.007887721
9238,0.9473581
9239,0.010255158
9240,0.9745932
9241,0.95550954
9242,0.00663954
9244,0.9699072
9246,0.062399566
9247,0.080075026
9248,0.009569228
9250,0.006082833
9252,0.00937134
9253,0.0069130063
9254,0.013931036
9258,0.011500537
9259,0.97416925
9260,0.08429456
9261,0.24021667
9262,0.010822833
9266,0.4621175
9268,0.9575247
9269,0.029355943
9270,0.12788922
9273,0.012775779
9274,0.98962206
9276,0.9892856
9277,0.012309551
9279,0.035854995
9281,0.03839737
9282,0.97525036
9283,0.009705067
9285,0.005277872
9286,0.008362114
9288,0.011166036
9290,0.9773175
9291,0.0037539601
9292,0.05183822
9293,0.053414464
9297,0.0042752028
9298,0.9794035
9299,0.01545316
9300,0.53763604
9301,0.00619781
9302,0.5246917
9303,0.95370793
9304,0.98730165
9306,0.005320132
9309,0.007899106
9310,0.034391046
9313,0.02143538
9315,0.027172387
9317,0.012699425
9319,0.005535066
9322,0.984854
9323,0.0055954456
9324,0.5314568
9325,0.95200217
9326,0.98960197
9327,0.007927954
9328,0.047629297
9330,0.0075328946
9333,0.014420867
9335,0.009834111
9339,0.5531501
9340,0.007246673
9342,0.009802699
9343,0.9356146
9344,0.5148866
9345,0.9543599
9346,0.040970147
9348,0.29614228
9349,0.97919685
9350,0.004413247
9351,0.0073937178
9359,0.961182
9361,0.9696064
9362,0.006624639
9367,0.008185804
9368,0.008122921
9369,0.006547332
9373,0.96571755
9374,0.049587786
9376,0.05295396
9377,0.9577456
9380,0.9621016
9382,0.091820896
9383,0.96291786
9385,0.011072516
9388,0.004149437
9389,0.98765546
9390,0.035087347
9392,0.0043111444
9393,0.011795044
9394,0.02532804
9395,0.9700627
9396,0.00656873
9397,0.005741477
9398,0.033198237
9399,0.009350479
9400,0.973504
9401,0.026360631
9402,0.0062348843
9406,0.047050655
9408,0.015686989
9409,0.009566665
9410,0.0047336817
9413,0.012675285
